spec,outcome,outcome_label,exposure_measure,mode,event_time,coefficient,std_error,p_value,ci_low,ci_high,nobs,n_cno,r2_twfe,sample_note
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,-20,-300.03530633473713,276.0484948113365,0.2778560927019511,-841.0903561649567,241.01974349548243,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,0,330.7733239137118,189.27368291626,0.08143998486065891,-40.20309460215776,701.7497424295814,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,1,434.3179795278182,178.42919822433464,0.015443881636532063,84.59675100812228,784.0392080475141,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,2,385.6846906980842,189.57659908473252,0.04268387436335433,14.114556492008433,757.2548249041599,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,3,390.7668743504772,175.86140917697202,0.026941905444722573,46.07851236361205,735.4552363373424,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,4,330.1973742764055,195.97805215867456,0.09293413158957467,-53.919607954596586,714.3143565074076,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,5,520.714879097626,280.4456736133861,0.06421535223650479,-28.95864118461077,1070.3883993798627,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,6,340.99191514565234,140.94658764821364,0.016076268321999623,64.73660335515365,617.247226936151,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,7,419.1489393260604,188.0251756961274,0.02645432982327144,50.61959496165065,787.6782836904702,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,8,313.85223642043815,101.38954652964995,0.0021284191081993712,115.12872522232425,512.575747618552,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,9,351.59635068938263,195.22553030201684,0.07259538728167196,-31.045688702570374,734.2383900813356,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,10,277.64634327202623,178.04107421386786,0.11982269233999808,-71.31416218715475,626.6068487312073,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,11,112.52544132870213,156.81296884459405,0.4735120722628418,-194.82797760670223,419.8788602641065,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,12,375.2412919570942,121.41606903100524,0.002163345136105926,137.26579665632391,613.2167872578644,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,13,471.1069574242565,137.2780419074408,0.0006738249858795493,202.0419952856725,740.1719195628405,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,14,583.4239727039214,204.47149389443823,0.004592221357701001,182.6598446708225,984.1881007370204,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,15,413.4101023582397,201.2414519309779,0.04071308639020634,18.976856573523094,807.8433481429563,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,16,304.4948078915439,167.56215863330888,0.0700685008989134,-23.927023029741463,632.9166388128293,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,17,451.9045393854073,227.41479936795642,0.04771160312776963,6.171532624212716,897.6375461466018,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,18,497.0586708199203,216.25599554760817,0.022142894500509727,73.19691954660829,920.9204220932322,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,19,418.5982791866091,154.26734025894686,0.0069985911344668346,116.23429227907326,720.962266094145,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,20,352.3509865000835,119.70300471568916,0.0034685554289405163,117.73309725733273,586.9688757428343,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,21,410.64248627756893,180.2016096035872,0.023300683555634378,57.447331454538016,763.8376411005999,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,22,230.66674083921683,214.38601431476133,0.2827186934138261,-189.52984721771534,650.863328896149,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,23,190.41551698513533,182.00125265208794,0.2961993783047813,-166.30693821295702,547.1379721832277,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,24,441.78432325048857,140.6750328029223,0.0018352204317332553,166.06125895676087,717.5073875442163,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,25,316.3825841858709,159.99645787552438,0.04880218355488892,2.7895267498431053,629.9756416218986,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,26,356.39556445591097,133.31704036890488,0.00787445489000631,95.09416533285741,617.6969635789645,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,27,386.22007120559743,190.71158298966347,0.04363497635041158,12.425368545857054,760.0147738653378,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,28,279.9981116718808,174.50313769411613,0.10952517607811484,-62.02803820858685,622.0242615523484,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,29,429.8463877758471,250.01491854715923,0.08647567550532552,-60.182852576584935,919.8756281282792,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,30,411.9841269837142,206.17052626156314,0.04648591416959501,7.88989551105044,816.0783584563779,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,31,428.40491025025244,190.54603228118302,0.025199021616076,54.934686979133744,801.8751335213711,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,32,296.8840676453037,122.59718248205688,0.015975641552092454,56.59358998047219,537.1745453101352,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,33,294.24432576726315,201.2760115508672,0.14469643436459725,-100.25665687243657,688.7453084069629,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,34,-0.9599465958961844,255.73354374800851,0.9970071969416703,-502.1976923419928,500.2777991502005,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,35,120.03419373935508,181.9814939591196,0.5099612156741703,-236.64953442051933,476.7179218992295,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,36,332.3228653065372,157.68167108518298,0.03580337528214846,23.26678997957856,641.3789406334959,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,37,315.4581109701317,147.76885806312018,0.03349344328897533,25.831149166416196,605.0850727738473,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,38,290.56734905754445,148.0638107769122,0.05052809383168424,0.36227993479656107,580.7724181802923,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,39,272.3406764570573,167.84870284649477,0.1056180537033126,-56.64278112207245,601.3241340361872,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,40,153.19433318454873,185.70966114179495,0.4100009964273425,-210.7966026533694,517.1852690224669,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,41,314.16251297985445,230.90419616540902,0.17455190116781447,-138.40971150434723,766.7347374640561,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
top_quartile_vs_bottom_quartile_cosine_weighted,contracts,Contracts,Cosine weighted,top_vs_bottom,42,256.4618009192973,154.8605135413937,0.09863038513723954,-47.06480562183435,559.9884074604289,21408,340,0.9527783811992003,top quartile vs bottom quartile; q25=0.000000; q75=0.119664
