ym,exposure_group,ln_parados,ln_contratos,parados_contratos,parados,contratos,ln_total_parados,ln_total_contratos
2022m6,high,2.7441008,2.0998249,1.0381738,879564,285825,13.687181,12.563135
2022m7,zero,2.6665595,2.562027,.42072406,1402640,1007205,14.153867,13.82269
2022m7,middle,2.7680438,2.4397056,.67140615,597006,377485,13.299683,12.841286
2022m7,high,2.764277,2.0538616,1.1143057,884166,270021,13.6924,12.506255
2022m8,zero,2.6683521,2.4085088,.67405021,1418466,781254,14.165087,13.568656
2022m8,middle,2.7952499,2.2919679,.94955581,606517,307148,13.315488,12.635085
2022m8,high,2.767916,1.9168051,1.3667766,899257,194658,13.709324,12.179
2022m9,zero,2.6640499,2.5208244,.50852191,1437868,905631,14.178672,13.716387
2022m9,middle,2.7672892,2.5351136,.59132421,599057,469004,13.303112,13.058367
2022m9,high,2.744554,2.0638156,1.1084207,891002,264218,13.700102,12.484529
2022m10,zero,2.6630063,2.4513333,.59840333,1434039,847163,14.176005,13.649649
2022m10,middle,2.7480972,2.4319687,.68806875,582806,420296,13.27561,12.948714
2022m10,high,2.7566836,2.0692132,1.1274625,898047,256057,13.707977,12.453156
2022m11,zero,2.6580007,2.3966935,.68337494,1420419,767946,14.166463,13.551475
2022m11,middle,2.7407913,2.346647,.80093771,574717,410478,13.261633,12.925077
2022m11,high,2.7481463,1.9974219,1.2254364,886244,245469,13.694748,12.410926
2022m12,zero,2.6505487,2.288197,.87459016,1402395,637735,14.153692,13.365678
2022m12,middle,2.7273788,2.2456598,.97748876,565318,358130,13.245144,12.788651
2022m12,high,2.7454448,1.8804374,1.4205337,869940,193661,13.67618,12.173864
2023m1,zero,2.6673713,2.3367784,.77587414,1438313,641639,14.178982,13.371781
2023m1,middle,2.7442966,2.267478,.91527903,576007,362230,13.263875,12.800035
2023m1,high,2.7674115,1.9105222,1.3452058,894077,196488,13.703547,12.188356
2023m2,zero,2.6688719,2.2919276,.81821007,1440412,585814,14.18044,13.280758
2023m2,middle,2.740725,2.2319758,.92249221,574804,310640,13.261785,12.64639
2023m2,high,2.7627282,1.902006,1.3407401,895799,187792,13.705471,12.14309
2023m3,zero,2.6534648,2.3989778,.62431705,1416731,728584,14.163862,13.498858
2023m3,middle,2.7215047,2.3540266,.74726307,563424,366151,13.241788,12.810802
2023m3,high,2.7429068,2.0207636,1.1657102,882105,219316,13.690066,12.298269
2023m4,zero,2.6357944,2.3272884,.74071813,1380547,646372,14.13799,13.37913
2023m4,middle,2.7025294,2.2577422,.88697743,547611,322404,13.213321,12.68356
2023m4,high,2.7105784,1.8986884,1.2956423,860212,187741,13.664934,12.142818
2023m5,zero,2.6272128,2.4020922,.59550631,1353181,781492,14.117969,13.56896
2023m5,middle,2.6860833,2.3553753,.70686466,537811,407151,13.195263,12.91694
2023m5,high,2.6931348,1.9761074,1.1859181,847632,222237,13.650202,12.3115
2023m6,zero,2.6142483,2.4862454,.48981041,1321785,859118,14.094494,13.663662
2023m6,middle,2.6771946,2.3658669,.6787259,533094,379032,13.186453,12.845376
2023m6,high,2.683027,2.0206766,1.0939004,833963,253770,13.633945,12.444183
2023m7,zero,2.6057627,2.4567826,.49704307,1302441,852884,14.079751,13.656379
2023m7,middle,2.7099674,2.3552258,.74885279,538625,334444,13.196774,12.720224
2023m7,high,2.7115188,1.9879162,1.1692814,836808,243596,13.63735,12.403266
2023m8,zero,2.616071,2.3332086,.72534043,1309350,654320,14.085041,13.391352
2023m8,middle,2.7235804,2.2038243,1.0090637,545515,267386,13.209486,12.496449
2023m8,high,2.740772,1.8382682,1.4607034,847835,166669,13.650441,12.023766
2023m9,zero,2.6161017,2.4231558,.57443744,1325425,765865,14.097243,13.548761
2023m9,middle,2.7031417,2.4011989,.69697607,540501,377551,13.200252,12.841461
2023m9,high,2.7260089,1.9869919,1.1971531,844136,224130,13.646069,12.319982
2023m10,zero,2.6172495,2.4019055,.60581106,1352508,778993,14.117471,13.565758
2023m10,middle,2.707269,2.3872359,.71794927,544907,374816,13.20837,12.83419
2023m10,high,2.741163,2.0439305,1.1756691,861989,241546,13.666998,12.394815
2023m11,zero,2.6193628,2.3612971,.68161482,1344323,720652,14.111402,13.487911
2023m11,middle,2.7040491,2.311141,.83078337,539617,387818,13.198615,12.868292
2023m11,high,2.7263882,1.9808359,1.2638222,850891,247246,13.654039,12.418139
2023m12,zero,2.6215305,2.2415996,.88707155,1332575,605193,14.102624,13.313303
2023m12,middle,2.6989386,2.2079451,.9783355,534620,328961,13.189311,12.703694
2023m12,high,2.7302587,1.8487734,1.4629227,840261,181697,13.641468,12.110096
2024m1,zero,2.64101,2.336252,.72669965,1365061,655674,14.12671,13.393419
2024m1,middle,2.7097356,2.2928271,.84549147,544598,327997,13.207803,12.70076
2024m1,high,2.7324569,1.9327089,1.3003193,858201,201417,13.662594,12.213133
2024m2,zero,2.6358614,2.2956159,.74937683,1365464,618632,14.127005,13.335266
2024m2,middle,2.6937194,2.2694623,.8478592,541054,322914,13.201274,12.685142
2024m2,high,2.7142684,1.9549332,1.2812676,853890,195388,13.657557,12.182743
2024m3,zero,2.6334906,2.2718031,.78770202,1349309,624578,14.115103,13.344831
2024m3,middle,2.6798685,2.2499926,.88723159,533783,305328,13.187745,12.629142
2024m3,high,2.7022393,1.9261712,1.3065794,843911,192916,13.645802,12.170011
2024m4,zero,2.6182504,2.3506742,.66571665,1320455,706321,14.093487,13.467825
2024m4,middle,2.6510153,2.2961242,.7688185,519329,349104,13.160293,12.763125
2024m4,high,2.6769068,1.9855752,1.1979734,826716,211255,13.625216,12.260821
2024m6,zero,2.5797429,2.4292853,.51436114,1258322,796736,14.04529,13.588279
2024m6,middle,2.6292655,2.3348727,.69762462,502287,341740,13.126927,12.741805
2024m6,high,2.6637564,2.0021472,1.1373912,800458,241109,13.592939,12.393004
2024m7,zero,2.5812652,2.4917185,.41228557,1239110,914849,14.029904,13.726514
2024m7,middle,2.6657465,2.3786571,.6750834,508083,343951,13.1384,12.748255
2024m7,high,2.6775219,2.0410538,1.1042634,803044,261940,13.596165,12.475871
2024m8,zero,2.5889027,2.2983112,.73957157,1245227,623917,14.034828,13.343773
2024m8,middle,2.6908109,2.1827605,1.0103799,513938,252281,13.149858,12.438299
2024m8,high,2.701328,1.8170048,1.4978726,812956,163490,13.608432,12.004507
2024m9,zero,2.5923476,2.4356415,.52687603,1253646,788552,14.041567,13.577953
2024m9,middle,2.6731412,2.4475551,.62156701,507254,380346,13.136767,12.848837
2024m9,high,2.6961818,2.019686,1.1560411,812763,240268,13.608195,12.38951
2024m10,zero,2.6069801,2.4592662,.5055877,1274576,859995,14.058125,13.664681
2024m10,middle,2.6732869,2.4327097,.63512313,508552,411928,13.139322,12.928604
2024m10,high,2.691643,2.083513,1.1019952,818926,254520,13.615749,12.447135
2024m11,zero,2.5972276,2.3436425,.66100478,1268093,698396,14.053024,13.456542
2024m11,middle,2.6655147,2.3147769,.80079448,504588,384840,13.131497,12.860583
2024m11,high,2.6972213,1.9433014,1.2841182,813337,218002,13.608901,12.292259
2024m12,zero,2.593581,2.2538044,.81838918,1257482,633465,14.044621,13.35896
2024m12,middle,2.6475461,2.2626922,.92033774,499883,357409,13.122129,12.786636
2024m12,high,2.6982691,1.8967135,1.3955106,803353,191396,13.596549,12.1621
2025m1,zero,2.6050186,2.3340774,.65961337,1273732,660765,14.057462,13.401154
2025m1,middle,2.6556253,2.2753832,.78738403,505765,350686,13.133827,12.767647
2025m1,high,2.7019167,1.9359165,1.2570094,819443,201091,13.61638,12.211513
2025m2,zero,2.6003711,2.282768,.72905689,1272071,596406,14.056157,13.298676
2025m2,middle,2.6525769,2.2539294,.85277396,502779,315144,13.127906,12.660785
2025m2,high,2.6982889,1.9354947,1.31924,818599,186621,13.61535,12.136835
2025m3,zero,2.595593,2.3374295,.66000509,1266039,651390,14.051404,13.386864
2025m3,middle,2.6412451,2.2824206,.77687764,500306,309494,13.122975,12.642694
2025m3,high,2.6887331,1.9592223,1.2658584,813793,204645,13.609462,12.229033
2025m4,zero,2.5743811,2.2933276,.69059503,1233118,645915,14.025057,13.378423
2025m4,middle,2.6258292,2.2418897,.80989647,485967,301550,13.093896,12.616692
2025m4,high,2.6567283,1.952033,1.2444905,793633,192844,13.584376,12.169637
2025m5,zero,2.5720179,2.3764603,.57920378,1201298,756059,13.998913,13.535874
2025m5,middle,2.6155527,2.3359852,.68744844,473752,358560,13.068439,12.789851
2025m5,high,2.6492076,1.9843354,1.1744976,779833,213400,13.566835,12.270924
2025m6,zero,2.548142,2.4940531,.3870984,1168849,868268,13.97153,13.674255
2025m6,middle,2.60162,2.3827496,.59240651,468274,371463,13.056808,12.825205
2025m6,high,2.640846,2.0403881,1.0828314,768840,256334,13.552638,12.454237
2025m7,zero,2.5438492,2.5294299,.34451732,1155903,970249,13.960392,13.785308
2025m7,middle,2.6350832,2.421716,.59824342,474598,354013,13.070224,12.777089
2025m7,high,2.6620033,2.0465522,1.0848196,774105,264242,13.559463,12.484621
2025m8,zero,2.5553007,2.3077404,.69078982,1160679,633432,13.964516,13.358908
2025m8,middle,2.6591911,2.1757414,.96047336,481293,243546,13.084231,12.403061
2025m8,high,2.6735036,1.8324971,1.4764149,784539,162607,13.572851,11.999091
2025m9,zero,2.5494218,2.4923429,.40615678,1163311,854641,13.966781,13.658437
2025m9,middle,2.6190088,2.4369564,.54141116,453999,391587,13.02585,12.877963
2025m9,high,2.6779413,2.1039388,1.0762072,783006,258692,13.570895,12.463393
2025m10,zero,2.5589898,2.4497561,.45113334,1182176,849505,13.982867,13.65241
2025m10,middle,2.6313348,2.4133933,.59157348,473215,406825,13.067306,12.916139
2025m10,high,2.6738997,2.0737824,1.069846,788374,253593,13.577728,12.443486
2025m11,zero,2.5574322,2.3555057,.60128605,1175561,719110,13.977256,13.485769
2025m11,middle,2.6314559,2.3087311,.77566665,468968,356478,13.05829,12.784028
2025m11,high,2.6755748,1.9533359,1.2542928,780432,220244,13.567603,12.302491
2025m12,zero,2.5573397,2.2991252,.74004471,1168946,676552,13.971613,13.424765
2025m12,middle,2.63165,2.2713869,.87173164,467137,353972,13.054378,12.776973
2025m12,high,2.676995,1.9197474,1.379192,772587,199645,13.5575,12.204296
2026m1,zero,2.5648077,2.3224092,.63792378,1182294,655992,13.982967,13.393904
2026m1,middle,2.6303046,2.2586262,.80971098,471808,318114,13.064327,12.670165
2026m1,high,2.6850984,1.9245834,1.2782488,784960,189021,13.573388,12.149613
2026m2,zero,2.5630379,2.3023336,.68167394,1185293,620623,13.9855,13.338479
2026m2,middle,2.6224487,2.2754116,.81195068,470186,311231,13.060884,12.648291
2026m2,high,2.6772459,1.8704816,1.3450412,787167,186907,13.576196,12.138367
2026m3,zero,2.5577641,2.3718607,.56790811,1172363,735862,13.974532,13.508798
2026m3,middle,2.6158161,2.3417137,.71236449,465994,357892,13.051928,12.787987
2026m3,high,2.6662283,1.957966,1.2111188,781355,216462,13.568785,12.285171
