ym,exposure_group,ln_parados,ln_contratos,parados_contratos,parados,contratos,ln_total_parados,ln_total_contratos
2021m9,middle,2.0712094,2.2567391,-.17990017,2933,4311,7.9837809,8.3689251
2021m9,high,1.5901432,1.553184,.20784642,3426,1156,8.1391487,7.052721
2021m10,zero,1.8553323,1.6933866,.11184239,8247,5633,9.0176048,8.6363974
2021m10,middle,2.3817396,2.3418162,.1212992,3078,2793,8.0320349,7.9348717
2021m10,high,1.5649301,1.3717396,.27790594,3408,879,8.1338806,6.7787848
2021m11,zero,1.8298162,1.7664576,.29391706,7817,4389,8.964056,8.386857
2021m11,middle,2.2385492,2.2599409,.129353,2883,2687,7.9665866,7.8961806
2021m11,high,1.6538479,1.6930262,.34721315,3128,898,8.0481491,6.8001699
2021m12,zero,1.7582443,1.5593969,.33843932,6790,4198,8.8232059,8.3423634
2021m12,middle,2.1569924,2.2691464,.12128349,2562,3200,7.8485436,8.0709057
2021m12,high,1.6338319,1.4812176,.48192003,2645,872,7.8804264,6.7707896
2022m1,zero,1.760479,1.5492795,.39030012,6285,3013,8.7459211,8.0106916
2022m1,middle,2.2091422,2.2929721,.32624486,2471,2122,7.8123784,7.6601143
2022m1,high,1.5227302,1.4046422,.43689802,2347,572,7.7608933,6.3491392
2022m2,zero,1.8649191,1.505275,.543944,6838,3137,8.8302507,8.0510225
2022m2,middle,2.0429461,2.0653329,.47663832,2687,1618,7.8961806,7.3889461
2022m2,high,1.462698,1.2019843,.95344853,2537,503,7.8387375,6.2205901
2022m3,zero,1.8766361,1.5879009,.44594979,7492,3758,8.9215908,8.2316418
2022m3,middle,2.0790975,2.192945,.048910644,2935,1678,7.9844627,7.4253578
2022m3,high,1.4353817,1.4271085,.41550753,2863,716,7.9596252,6.5736804
2022m4,zero,1.9333797,1.6679667,.40979329,7583,4730,8.9336643,8.4616804
2022m4,middle,2.2719169,2.153358,.31734872,2990,1633,8.0030289,7.3981743
2022m4,high,1.4583684,1.3774179,.62238348,2938,755,7.9854841,6.6267176
2022m5,zero,1.9211485,1.6862435,.21974564,7550,6002,8.9293032,8.6998482
2022m5,middle,2.1173043,2.2934675,.30616996,3001,2636,8.0067005,7.877018
2022m5,high,1.4182206,1.5217505,.43280184,2883,958,7.9665866,6.8648477
2022m6,zero,1.9098934,2.1012692,-.42789936,8021,13960,8.9898186,9.543951
2022m6,middle,2.0954483,2.3845227,-.51548821,3144,4607,8.0532513,8.4353323
2022m6,high,1.530005,1.7878035,-.12461904,3111,2616,8.0426998,7.8694019
2022m7,zero,1.8496387,2.3400187,-.83177626,7500,18857,8.922658,9.8446398
2022m7,middle,2.1874633,2.483331,-.48404199,3069,5280,8.0291071,8.571681
2022m7,high,1.50068,1.8413708,-.50711256,3024,3990,8.0143356,8.2915468
2022m8,zero,1.8578483,1.8799565,-.12928772,7275,9085,8.8921995,9.1143799
2022m8,middle,2.086436,2.4495418,-.096971527,2871,3317,7.9624157,8.1068163
2022m8,high,1.5957787,1.5930851,.23347832,2867,1752,7.9610214,7.4685135
2022m9,zero,1.9201103,1.8363638,.11351608,7777,6715,8.9589262,8.8120995
2022m9,middle,1.948902,2.4372125,-.41726506,3054,4136,8.0242071,8.3274841
2022m9,high,1.4794781,1.778206,-.14632489,3190,1417,8.0677757,7.2562971
2022m10,zero,1.8975824,1.612494,.26516196,7693,5474,8.9480658,8.6077652
2022m10,middle,1.9484899,2.1483901,-.14310162,3113,2361,8.0433426,7.7668405
2022m10,high,1.5584192,1.5961469,.29760674,3181,982,8.0649509,6.8895912
2022m11,zero,1.8702143,1.71049,.4203364,7253,3679,8.8891706,8.2103958
2022m11,middle,1.9584241,2.152967,.13144059,3048,2273,8.0222406,7.7288556
2022m11,high,1.4843489,1.5045465,.35998327,2950,914,7.9895606,6.8178306
2022m12,zero,1.825285,1.6403865,.42142165,6738,3464,8.8155184,8.1501789
2022m12,middle,1.932663,1.948061,.022735333,2834,2300,7.9494443,7.7406645
2022m12,high,1.4844353,1.4793437,.52344078,2670,1013,7.8898339,6.9206715
2023m1,zero,1.907123,1.5840127,.54041463,6659,2819,8.8037243,7.9441376
2023m1,middle,1.7974936,2.0421815,.13647379,2776,1888,7.9287663,7.5432734
2023m1,high,1.5567217,1.4917823,.23533143,2549,683,7.8434563,6.526495
2023m2,zero,1.7921704,1.5266206,.6594069,7474,2755,8.9191856,7.9211726
2023m2,middle,1.7303836,1.9654874,.41880748,3046,1237,8.0215845,7.1204443
2023m2,high,1.4517238,1.3521971,.76180285,2830,680,7.9480319,6.5220928
2023m3,zero,1.8922843,1.5635834,.52772892,8110,3689,9.0008535,8.2131109
2023m3,middle,1.8203303,1.9009877,.41091678,3246,1455,8.0851784,7.2827611
2023m3,high,1.4542415,1.8040546,.14005458,2952,769,7.9902382,6.6450911
2023m4,zero,1.9404477,1.5763153,.50497848,8086,4846,8.9978895,8.4859085
2023m4,middle,2.0576708,2.0774741,.63852125,3279,1732,8.095294,7.4570322
2023m4,high,1.4342855,1.7958672,.65385348,2936,1007,7.9848032,6.914731
2023m5,zero,2.0118065,1.7520716,.22670741,8222,5885,9.0145683,8.6801624
2023m5,middle,2.1803575,2.457725,.20019738,3291,2812,8.0989466,7.9416513
2023m5,high,1.5287805,1.5931766,.25950885,3005,1071,8.0080328,6.9763479
2023m6,zero,2.0493259,2.2256067,-.42346111,9055,15574,9.1110725,9.6533585
2023m6,middle,1.9400967,2.5051253,-.6329295,3478,4448,8.154213,8.4002094
2023m6,high,1.5903041,1.9956231,-.28281647,3343,3065,8.114624,8.0278025
2023m7,zero,1.9646374,2.268302,-.71989131,8962,19730,9.100749,9.8898954
2023m7,middle,1.9422718,2.5089095,-.68198597,3355,5485,8.118207,8.6097727
2023m7,high,1.5762266,2.0163598,-.47136074,3517,4378,8.1653633,8.384347
2023m8,zero,1.9289528,2.1171324,-.12449377,8353,8986,9.0303764,9.1034231
2023m8,middle,1.8419558,2.0470395,-.12380488,3164,3436,8.0595922,8.1420631
2023m8,high,1.5105826,1.7779751,-.076047868,3272,1776,8.0931568,7.4821191
2023m9,zero,1.9093466,1.8816339,.12159372,8435,6578,9.0401449,8.7914858
2023m9,middle,1.9676558,2.27212,.090569735,3277,3624,8.0946836,8.1953335
2023m9,high,1.592135,1.5386554,.084831767,3351,1461,8.1170139,7.2868762
2023m10,zero,1.9277687,1.8715533,.3003633,8205,5987,9.0124989,8.6973457
2023m10,middle,1.9565213,2.4060485,-.32723945,3230,2355,8.0802374,7.7642961
2023m10,high,1.5714655,1.7364508,.0654236,3109,1122,8.0420561,7.0228682
2023m11,zero,1.9410897,1.5812153,.4050051,7631,3907,8.9399738,8.270525
2023m11,middle,1.9549223,2.1495557,-.025749667,3005,2308,8.0080328,7.7441368
2023m11,high,1.6737123,1.6679921,.24295093,2695,1213,7.8991537,7.100852
2023m12,zero,1.8838551,1.5450393,.42959982,6969,3764,8.849227,8.2332373
2023m12,middle,2.0010812,2.3232203,.015556562,2709,2221,7.904335,7.7057128
2023m12,high,1.6433588,1.525645,.27594891,2454,1031,7.8054748,6.9382844
2024m1,zero,1.91522,1.6651381,.44968691,7053,3236,8.861208,8.0820932
2024m1,middle,1.9828157,2.2976689,.11210103,2732,1683,7.9127893,7.4283333
2024m1,high,1.3621807,1.4667907,.33368978,2418,725,7.7906961,6.5861716
2024m2,zero,1.7947071,1.7036532,.43063015,7926,3081,8.9779034,8.0330095
2024m2,middle,2.0509326,2.0731163,.45460996,3038,1502,8.0189543,7.3145528
2024m2,high,1.4460357,1.5675867,.25840992,2633,685,7.8758793,6.5294189
2024m3,zero,1.8850454,1.7175621,.50430864,8275,3998,9.0209942,8.2935495
2024m3,middle,2.089824,2.240401,.45981997,3076,1583,8.0313854,7.3670769
2024m3,high,1.426614,1.639537,.2346815,2763,812,7.9240723,6.6995006
2024m4,zero,1.8414528,1.6685972,.47429672,8491,4703,9.0467625,8.4559555
2024m4,middle,2.1997349,2.2769871,.26684248,3122,1882,8.0462294,7.5400901
2024m4,high,1.4062771,1.5689623,.2804471,2889,867,7.9686656,6.765039
2024m6,zero,1.8981706,2.2168632,-.47682878,9100,15348,9.1160297,9.6387405
2024m6,middle,2.1979098,2.4171534,-.47109315,3259,4216,8.0891752,8.3466425
2024m6,high,1.5185806,1.7718713,-.18747428,3320,3026,8.1077204,8.0149965
2024m7,zero,1.964955,2.4443996,-.78139997,9138,22266,9.1201973,10.010817
2024m7,middle,2.1311142,2.518086,-.77606422,3232,6018,8.0808563,8.7025099
2024m7,high,1.5110364,2.0049779,-.50381947,3476,5003,8.1536379,8.5177927
2024m8,zero,1.9606284,1.9004366,-.0016567979,8465,9338,9.0436954,9.1418476
2024m8,middle,2.0026171,2.3950334,-.17620172,3071,3187,8.0297585,8.0668354
2024m8,high,1.5609009,1.9605296,.15298007,3288,1887,8.0980349,7.5427437
2024m9,zero,2.1871936,1.954816,.23635979,8581,7289,9.0573053,8.8941212
2024m9,middle,2.115952,2.3349781,-.16602457,3149,3446,8.0548401,8.144969
2024m9,high,1.5629061,1.6091307,.4541561,3307,1594,8.103797,7.374002
2024m10,zero,2.0651779,1.8810802,.29863474,8303,6889,9.0243721,8.8376808
2024m10,middle,2.1577058,2.4710455,-.15922134,3138,2775,8.0513411,7.9284062
2024m10,high,1.6076055,1.7283728,.18768381,3170,1379,8.0614872,7.2291141
2024m11,zero,1.9698739,1.6909728,.52160001,7940,4090,8.9796686,8.3163004
2024m11,middle,2.047734,2.4380889,.083908178,2963,2610,7.9939575,7.8671055
2024m11,high,1.442724,1.572789,.46066695,2872,956,7.9627638,6.8627577
2024m12,zero,1.9190319,1.873305,.43033493,7470,4546,8.9186506,8.4220028
2024m12,middle,2.1211908,2.293716,.1473915,2722,2993,7.909122,8.0040312
2024m12,high,1.4766034,1.7127317,.085070156,2702,1169,7.9017477,7.0639038
2025m1,zero,1.8588151,1.7138591,.47039419,7052,3634,8.8610668,8.1980896
2025m1,middle,2.1266651,2.2527888,.23368219,2752,2069,7.920083,7.6348205
2025m1,high,1.4106419,1.4063913,.52248979,2425,774,7.7935867,6.6515718
2025m2,zero,1.9741793,1.5970887,.62507021,7629,3304,8.9397125,8.1028891
2025m2,middle,2.0650504,2.5601225,.054472402,2895,1728,7.9707403,7.45472
2025m2,high,1.5423533,1.3357823,.57954848,2657,724,7.884953,6.5847912
2025m3,zero,1.9567435,1.6749049,.62117678,8139,3770,9.0044222,8.2348299
2025m3,middle,1.9913869,2.1402619,.17925288,3080,1602,8.0326853,7.3790083
2025m3,high,1.672653,1.5316492,.3862485,2828,786,7.9473252,6.6669569
2025m4,zero,1.9438672,1.7058215,.61756927,8344,5507,9.0292978,8.6137753
2025m4,middle,2.0664845,2.2975252,.12351168,3111,1875,8.0426998,7.5363641
2025m4,high,1.5939329,1.6043093,.16371164,2951,1119,7.9898992,7.0201907
2025m5,zero,1.957312,1.7388096,.35650858,8454,6762,9.0423946,8.8190737
2025m5,middle,2.1202564,2.3357675,.22226349,3180,2539,8.0646362,7.8395257
2025m5,high,1.6332115,1.6078295,.39782423,3022,1304,8.0136738,7.1731915
2025m6,zero,2.0069926,2.3280444,-.58667946,9018,18248,9.1069775,9.8118105
2025m6,middle,1.9953681,2.411025,-.50520045,3360,5016,8.1196966,8.5203876
2025m6,high,1.7096987,2.082994,-.44599387,3450,3482,8.1461296,8.1553621
2025m7,zero,2.0756075,2.5230422,-.76776427,8956,24053,9.1000786,10.088015
2025m7,middle,2.0201769,2.5813458,-.75546616,3318,6352,8.1071177,8.756525
2025m7,high,1.5946859,2.0151701,-.38058519,3702,5176,8.2166281,8.5517874
2025m8,zero,2.202811,2.0154135,.097304977,8467,9384,9.043932,9.1467609
2025m8,middle,1.9460062,2.4793558,-.12347487,3086,3202,8.0346308,8.0715313
2025m8,high,1.5482517,1.6293142,-.0018531068,3580,1801,8.1831179,7.4960976
2025m9,zero,2.1817021,1.9535698,.14720854,8715,8569,9.0728006,9.0559063
2025m9,middle,1.7942195,2.3447435,-.31867632,3123,3785,8.0465498,8.238801
2025m9,high,1.6279278,1.8170851,.21807319,3525,1808,8.1676359,7.4999766
2025m10,zero,2.0785844,1.817469,.33579752,8555,7260,9.0542707,8.8901348
2025m10,middle,1.8441135,2.4856722,-.027254835,3275,3045,8.0940733,8.0212564
2025m10,high,1.7067651,1.7162764,.58963925,3433,1376,8.1411896,7.2269359
2025m11,zero,2.0144045,1.7481736,.41943488,7981,4579,8.9848194,8.4292355
2025m11,middle,1.9708949,2.6106887,.20778404,3061,2461,8.0264969,7.8083229
2025m11,high,1.5557564,1.7563498,.44344091,2970,1029,7.9963174,6.9363427
2025m12,zero,1.9432832,1.7138537,.39458802,7320,4982,8.898366,8.513587
2025m12,middle,1.9034492,2.3639207,.053365309,2824,3070,7.9459095,8.0294333
2025m12,high,1.5424572,1.6597567,.31970698,2609,1242,7.8667221,7.1244783
2026m1,zero,1.9440827,1.7105025,.47220966,7121,3619,8.8708038,8.1939526
2026m1,middle,1.8609672,2.2279994,.081463076,2777,2114,7.9291263,7.6563373
2026m1,high,1.5690922,1.4871023,.67201889,2422,831,7.7923489,6.72263
2026m2,zero,1.9037782,1.6186079,.66480798,7963,3575,8.9825611,8.1817207
2026m2,middle,1.9270474,2.2496748,.029090909,2964,1896,7.9942951,7.5475016
2026m2,high,1.6239011,1.6946424,.67510498,2793,793,7.9348717,6.6758232
2026m3,zero,1.9666615,1.770303,.39253169,8491,5183,9.0467625,8.5531397
2026m3,middle,1.8565648,2.1758213,-.016866215,3122,2333,8.0462294,7.7549105
2026m3,high,1.5419257,1.8046768,.55437899,2954,1077,7.9909153,6.9819345
