ym,exposure_group,ln_parados,ln_contratos,parados_contratos,parados,contratos,ln_total_parados,ln_total_contratos
2025m1,middle,6.5778589,5.7483978,.87132823,505765,350826,13.133827,12.768045
2025m1,high,6.8575783,5.7478409,1.207608,819443,201134,13.61638,12.211726
2025m2,zero,6.6001649,5.8041897,.82177812,1272071,596559,14.056157,13.298933
2025m2,middle,6.5607777,5.7127037,.92146611,502779,315268,13.127906,12.661179
2025m2,high,6.8620696,5.7214236,1.2626848,818599,186664,13.61535,12.137066
2025m3,zero,6.5937982,5.887929,.73215324,1266039,652146,14.051404,13.388023
2025m3,middle,6.5485134,5.7597828,.81698841,500306,309781,13.122975,12.64362
2025m3,high,6.8562627,5.7609119,1.2103477,813793,204674,13.609462,12.229174
2025m4,zero,6.5622196,5.788064,.80396092,1233118,646092,14.025057,13.378697
2025m4,middle,6.5207424,5.6636906,.89845908,485967,301773,13.093896,12.617431
2025m4,high,6.8285437,5.6305833,1.2559527,793633,192868,13.584376,12.169762
2025m5,zero,6.5402598,5.8710737,.69476879,1201298,756784,13.998913,13.536833
2025m5,middle,6.4945679,5.7074399,.82832384,473752,358763,13.068439,12.790418
2025m5,high,6.8141966,5.6454887,1.1937203,779833,213436,13.566835,12.271092
2025m6,zero,6.5137572,5.985198,.55406547,1168849,868567,13.97153,13.6746
2025m6,middle,6.4780288,5.7839031,.72959799,468274,371714,13.056808,12.82588
2025m6,high,6.8020821,5.7246623,1.1256433,768840,256392,13.552638,12.454463
2025m7,zero,6.519711,6.0117755,.53394812,1155903,970560,13.960392,13.785628
2025m7,middle,6.5013208,5.8718014,.69578421,474598,354151,13.070224,12.777478
2025m7,high,6.8319092,5.729744,1.1265825,774105,264272,13.559463,12.484735
2025m8,zero,6.5384216,5.6020885,.96263975,1160679,633683,13.964516,13.359304
2025m8,middle,6.5208282,5.486249,1.1414198,481293,243662,13.084231,12.403538
2025m8,high,6.8530345,5.3486605,1.6236361,784539,162617,13.572851,11.999153
2025m9,zero,6.5300627,6.0507822,.50440109,1163311,854874,13.966781,13.65871
2025m9,middle,6.4795566,5.9602098,.55894077,453999,391839,13.02585,12.878607
2025m9,high,6.8452315,5.8936849,1.0086399,783006,258738,13.570895,12.463572
2025m10,zero,6.5745516,6.0275078,.57294208,1182176,849732,13.982867,13.652677
2025m10,middle,6.5264344,5.9171429,.64420474,473215,406982,13.067306,12.916524
2025m10,high,6.85254,5.833436,1.0772436,788374,253642,13.577728,12.443679
2025m11,zero,6.546247,5.8557544,.7209028,1175561,719368,13.977256,13.486128
2025m11,middle,6.5078526,5.7390103,.84786564,468968,356574,13.05829,12.784297
2025m11,high,6.8497963,5.8086801,1.1826936,780432,220261,13.567603,12.302568
2025m12,zero,6.5539846,5.6203003,.94266629,1168946,676646,13.971613,13.424904
2025m12,middle,6.5087957,5.5920892,.98518181,467137,354026,13.054378,12.777125
2025m12,high,6.8413324,5.5283556,1.3978194,772587,199684,13.5575,12.204492
2026m1,zero,6.556251,5.7914376,.76481307,1182294,656308,13.982967,13.394385
2026m1,middle,6.516849,5.7946582,.86638033,471808,318207,13.064327,12.670458
2026m1,high,6.8508306,5.667058,1.2443458,784960,189040,13.573388,12.149714
2026m2,zero,6.549334,5.7789574,.79701751,1185293,620695,13.9855,13.338595
2026m2,middle,6.5057545,5.6667361,.8858943,470186,311366,13.060884,12.648725
2026m2,high,6.8543882,5.745069,1.2633328,787167,186935,13.576196,12.138516
2026m3,zero,6.5389905,5.8923554,.65791899,1172363,736482,13.974532,13.50964
2026m3,middle,6.4944625,5.7688813,.76118612,465994,358087,13.051928,12.788531
2026m3,high,6.8604431,5.7757564,1.167084,781355,216501,13.568785,12.285351
