design,control_unit,screening_pre_distance,sc_weight,sdid_unit_weight
total_ocup4d,8340,0.128172102739358,0.004558683945997358,0.0072232993038737784
total_ocup4d,7836,2.3788702177903387,0.002872677495000139,0.007175528310643067
total_ocup4d,1429,2.2396225137841177,0.003518903320508554,0.006941732644787509
total_ocup4d,3715,1.5594909480000134,0.004022546085361279,0.006868122929053152
total_ocup4d,3321,0.5921398943647378,0.0036281755021253014,0.006859578190394288
total_ocup4d,7616,0.3066751692371916,0.004211848997008463,0.006518064602629687
total_ocup4d,4446,1.216267758542293,0.006521395064617186,0.006342075271521786
total_ocup4d,9100,3.2968636819313613,0.004997572627386768,0.006329787791916221
total_ocup4d,1212,0.335737248653988,0.0027068255693164373,0.006262575659641414
total_ocup4d,1422,0.44308584952499824,0.004194641086508689,0.006082515775578794
total_ocup4d,8145,0.986832890169084,0.0028923103152732033,0.006053951503146653
total_ocup4d,8311,0.30712426432109946,0.003612865177773929,0.005991612209537447
total_ocup4d,0020,0.16145628719969052,0.003645930056484507,0.0058932138729604275
total_ocup4d,1421,0.07226685213074968,0.0028882986946577567,0.005833631674028318
total_ocup4d,9520,0.3738032754234737,0.0038263773265348705,0.005832868042375818
total_ocup4d,3126,1.2378077355901718,0.0038367908530318614,0.005753971046944918
total_ocup4d,2469,0.46417798439799174,0.003114579190859239,0.0057110247009588815
total_ocup4d,9221,1.5699826956009106,0.003709494651467543,0.005532653059815664
total_ocup4d,9320,0.39816643194554946,0.0037624015347445727,0.005515198146425535
total_ocup4d,5892,0.7036146032226391,0.0032934793510671083,0.005512427764914305
total_ocup4d,2112,0.6400849888200845,7.016255827839129e-05,0.005444110296026925
total_ocup4d,3833,0.5948034791514515,0.0036169389474341954,0.005114823188852174
total_ocup4d,7612,2.6245094387119132,0.0018457071914961224,0.005091661613451104
total_ocup4d,5993,0.6425585035839232,0.0023680391148111564,0.0050265255742955855
total_ocup4d,3733,1.149736440795927,0.0036369168755246506,0.0049485915149500865
total_ocup4d,3110,2.0685406608832495,0.003229132508900945,0.00488645001519848
total_ocup4d,7611,1.1877430117788956,0.0030971434902506605,0.004638135068809767
total_ocup4d,2155,0.44957284283692395,0.0030467152120948887,0.004540409127354174
total_ocup4d,2151,1.058497171037502,0.0017164957677911514,0.004446282726332473
total_ocup4d,5430,1.3647341151139618,0.003049768710617285,0.004138823098147056
total_ocup4d,7704,0.8855018155296596,0.0031275467467160524,0.004110904788632776
total_ocup4d,7533,1.4269760326020953,0.003226000624562052,0.00390758496826412
total_ocup4d,7294,0.06372239885749428,0.0025722829279765467,0.0038938787325491077
total_ocup4d,2422,0.6408656658924142,0.003132054907434057,0.0038660899021163843
total_ocup4d,8191,0.6105922738640888,0.0031112193525611076,0.0038618185547486094
total_ocup4d,5832,3.8068999329711515,0.002651681539535774,0.0038320077949779894
total_ocup4d,3314,1.378544541488933,0.002361088758406577,0.0038138002259301166
total_ocup4d,4424,1.9441841597664173,0.003322183041364093,0.003698153129263523
total_ocup4d,3711,0.3993247900598731,0.0022529561062437343,0.0036618074651734263
total_ocup4d,7701,1.8414364884743704,0.003400927045612829,0.0036394583398728
total_ocup4d,2461,0.618756417696472,0.0016179519225875847,0.0036129709592584
total_ocup4d,5893,0.5573742424798505,0.0028864382129613238,0.003583108397770029
total_ocup4d,6209,0.23020784711154416,0.0026789107241344664,0.0034255036703914397
total_ocup4d,2466,1.1814668169332676,0.0023812200290595693,0.0034197923841804106
total_ocup4d,9820,3.520430588420217,0.003492365121341919,0.003338717149087016
total_ocup4d,5622,0.4145749400749859,0.001833697018580189,0.0033310201342913346
total_ocup4d,8122,0.8673273768206404,0.0023346354406423736,0.003306769461140458
total_ocup4d,2424,0.33778702059271853,0.002275700639458037,0.0032908004903823753
total_ocup4d,8420,1.0470409599668788,0.0024196693434407205,0.003273610511960837
total_ocup4d,6300,1.798086428012439,0.0029152055212339064,0.0031979152947117385
total_ocup4d,2911,0.12004030777348636,0.0025560747350134552,0.003175285315417345
total_ocup4d,2483,1.0594687082209162,0.0020458464026111072,0.0031347314187343653
total_ocup4d,3612,1.4092696685185442,0.0026359971119017337,0.003086478259864608
total_ocup4d,7521,2.0594206655274343,0.002760786225783116,0.00305233847055396
total_ocup4d,7324,1.3250016979589947,0.0020026952250974477,0.0029709289977004156
total_ocup4d,5710,2.9421041780672215,0.002970140536733819,0.0029277480503581118
total_ocup4d,7191,2.018472567921266,0.003189170718070649,0.0028812824497562984
total_ocup4d,8111,0.3926680983461131,0.0019311205455633902,0.0027401991166591242
total_ocup4d,9811,4.059177763966213,0.00340074929175905,0.0027068641302848864
total_ocup4d,8155,1.351503375675475,0.0015505410318982376,0.0026799468738329365
total_ocup4d,7532,3.261564103448048,0.0021335471323196465,0.0025799896732252255
total_ocup4d,8440,0.5785060224924193,0.002700519196374692,0.002545801253697468
total_ocup4d,9222,0.07820217533235853,0.0020186607615378283,0.0024658803336193055
total_ocup4d,8312,3.3991216696972106,0.0015112989274517164,0.002464556610759599
total_ocup4d,7405,1.3632973940297843,0.0022563953210415844,0.0023706748098412194
total_ocup4d,7401,2.898506808771902,0.002654240647101606,0.0023661908242592505
total_ocup4d,7531,0.9031271219261306,0.002321963391775318,0.002364583617175137
total_ocup4d,4442,0.23061865838468323,0.0025149225091088603,0.0023204609882939596
total_ocup4d,5941,1.8714266309680283,0.0026480435736301166,0.002316611271682846
total_ocup4d,3405,1.6524911840051477,0.002182535157088175,0.0023163005447201326
total_ocup4d,5629,2.643970206722155,0.002478843219146298,0.0023031428923074157
total_ocup4d,8114,0.2909577553473053,0.0021409442078676546,0.0022578299500840486
total_ocup4d,7613,0.4250949121456862,0.0022449265675866716,0.0022562821797632695
total_ocup4d,8153,2.799456975438627,0.0025372717599517636,0.0022162115896894883
total_ocup4d,7894,1.420756613432815,0.0021070014499034112,0.0022094401024355978
total_ocup4d,3123,1.5718907384479355,0.002430306053358283,0.002192220288146401
total_ocup4d,9210,5.824038447810449,0.0034014014904076343,0.0021874444156078834
total_ocup4d,9443,2.3980283928208954,0.0027251534870039048,0.002158939475956236
total_ocup4d,3326,0.771029383442051,0.0024156578639175008,0.00215029186623471
total_ocup4d,7614,0.19474135133349674,0.002072431688277759,0.002036333162103297
total_ocup4d,7122,0.0678359437028541,0.0022027530710276495,0.002000490382668355
total_ocup4d,5942,2.788034529879235,0.002541537600244046,0.0019916265672545556
total_ocup4d,3204,2.2638687901393495,0.0016484913317932302,0.00199137381414178
total_ocup4d,4121,1.8020234791465704,0.0022679808614197465,0.0019760654958941057
total_ocup4d,3209,0.07008271455527512,0.0020401584102615303,0.0019292888379099898
total_ocup4d,7622,1.0788251669989395,0.002154820757573788,0.0019267877042740617
total_ocup4d,4423,1.80867278513723,0.00220852892043005,0.001899853367275836
total_ocup4d,8412,3.5057482838514917,0.0024897637208450007,0.00182157254020263
total_ocup4d,8431,0.16035307569311436,0.0022819688453817417,0.0017719665541670933
total_ocup4d,7891,1.0395035018022352,0.002126089658885329,0.0017646067802659542
total_ocup4d,7132,1.9259881765058808,0.002004156065786019,0.0016565140532081852
total_ocup4d,7321,0.15593393507748565,0.0018781649091535704,0.001655663029081465
total_ocup4d,7837,1.208592369238247,0.0017857949299987508,0.0016498123031667656
total_ocup4d,4443,0.5663230595351305,0.001940140316220253,0.0016486545285859485
total_ocup4d,4221,1.6538945197110704,0.00223188872063754,0.001625467359227527
total_ocup4d,9700,5.330482805315016,0.002731817656402528,0.0016135218973942853
total_ocup4d,7510,2.7416899317851278,0.002174547553395215,0.0016034405556435097
total_ocup4d,7703,2.0500771931019512,0.0023130487811627624,0.0015907905140640824
total_ocup4d,7709,0.661104506189974,0.002092661246545346,0.001551720491579674
total_ocup4d,8202,1.514823722134792,0.0020859661324903185,0.001546432662467389
total_ocup4d,7820,0.9369585429915473,0.0018744794024783298,0.001544335302854803
total_ocup4d,7131,2.7854797833635985,0.0021238014422134206,0.0015245908754571167
total_ocup4d,7403,1.850538101128513,0.0022227779480944367,0.001504068559321986
total_ocup4d,3324,1.388298640636047,0.0015889923232722699,0.0014932292467284443
total_ocup4d,9530,0.33272615612272965,0.002250012333172711,0.0014615364423741332
total_ocup4d,9441,0.37141578542100906,0.0020670593691455874,0.0014605060641837057
total_ocup4d,8432,2.9074828506152217,0.00225079618333181,0.0014521939079524186
total_ocup4d,8333,1.9747680208685152,0.002428194202217023,0.0014498233360911853
total_ocup4d,5000,0.211639512278041,0.002006116581931634,0.0014496092566438528
total_ocup4d,8170,0.7744710657096145,0.0020431142917954307,0.0014312312817621091
total_ocup4d,7212,1.2560849792707403,0.001736810583916598,0.0013929104338516794
total_ocup4d,7232,1.3638664556299915,0.0018786884920941969,0.0013865638315465065
total_ocup4d,1111,2.4669515924334444,0.001813563886746786,0.0013784075788655687
total_ocup4d,3132,0.04698444687933226,0.0016483444964411785,0.0013759731921967474
total_ocup4d,7835,0.5371889851956528,0.001792797830602532,0.0013386394943375817
total_ocup4d,3325,0.7025200148871031,0.0017638084533406135,0.0013261307894006163
total_ocup4d,5992,1.5879252214922872,0.0020192957709618403,0.001294903781680374
total_ocup4d,8112,0.04484002694097928,0.0015033189672172622,0.0012695940614308272
total_ocup4d,7313,1.8353882629336373,0.0019068936224852365,0.0012494027864406452
total_ocup4d,7231,3.2384229956007555,0.00208626552374519,0.0012454220388220135
total_ocup4d,9603,1.4432826072283567,0.001818992830675347,0.0012453241154413732
total_ocup4d,8160,0.8399166852798103,0.001934556466220347,0.0012154632104428094
total_ocup4d,7111,2.630740660329579,0.001988191642104538,0.0011967804583529796
total_ocup4d,7293,0.21901627653869396,0.0017909139626671588,0.001190740279162847
total_ocup4d,5611,3.4376594930458246,0.0016131648393167667,0.0011860738434578055
total_ocup4d,6202,0.9599634278512804,0.0015766872710519142,0.0011858026179712379
total_ocup4d,9543,1.7610773949126923,0.0017097789087755994,0.0011786953610522513
total_ocup4d,9229,0.4334636464227732,0.0016435021135484988,0.0011558058458795407
total_ocup4d,2436,1.4292530242123211,0.001057427509402895,0.0011117741349848055
total_ocup4d,8193,1.0469570304480358,0.001652259402647157,0.001109623421037062
total_ocup4d,2159,1.3869701988244674,0.0013354452974558937,0.001100412075514265
total_ocup4d,7211,1.1044391902035449,0.0015477322855352669,0.0010807125397101552
total_ocup4d,7323,1.4522822113414717,0.0016335949886458277,0.0010621876836330309
total_ocup4d,5612,0.2104679604759119,0.001433370529005891,0.0010497263703478016
total_ocup4d,8144,0.5899838303494616,0.001495088877962396,0.0010459328771571647
total_ocup4d,7222,0.6814663931391454,0.0012757637096040167,0.001039600339179514
total_ocup4d,8151,0.2809621973578813,0.0014699055145941556,0.001027635049622699
total_ocup4d,7892,2.3241990850084897,0.0018092685003488226,0.0010221382116531565
total_ocup4d,8156,1.6609331157878533,0.0015237075720397194,0.00102123158306765
total_ocup4d,8131,0.047294825018922196,0.0015125196977879938,0.0010161777502462942
total_ocup4d,7193,0.8458091217379091,0.001464078912210589,0.0010116628163252457
total_ocup4d,6423,0.5785949375026609,0.0017040202675270121,0.000986485208194316
total_ocup4d,7121,4.220542941035753,0.0017360502447041843,0.000962304219543123
total_ocup4d,3712,2.4801393727808767,0.001209632312452006,0.0009565498215236059
total_ocup4d,8332,1.4124647315684093,0.001610999978189432,0.0009345141940383915
total_ocup4d,8201,1.0137009554644338,0.0018413375052666466,0.0009245216025127113
total_ocup4d,7240,1.723083102772526,0.0015374706281008083,0.0009186160002460645
total_ocup4d,7322,1.1569083119111585,0.0015886359164418763,0.0009133326327497914
total_ocup4d,8141,0.5655781023021458,0.0016938320823082513,0.0009057636469152751
total_ocup4d,8113,1.2799588030703895,0.0012752048718851629,0.0008986885847287021
total_ocup4d,2465,0.9832809346784473,0.0011730764224442828,0.0008974019950908704
total_ocup4d,6205,0.929609893740734,0.0017178633133348206,0.0008946718169802976
total_ocup4d,3153,0.9466072599024627,0.0010259315932344157,0.0008885596798160443
total_ocup4d,7312,2.469320832958785,0.0015954687823870335,0.0008481832283345875
total_ocup4d,7812,0.23371802715915532,0.0013990331142528498,0.0008286358578152065
total_ocup4d,3205,2.69567151008132,0.001294414191175335,0.0008075972464984602
total_ocup4d,9442,0.9268922550046221,0.001425466843872875,0.0008038012889409252
total_ocup4d,8143,0.5727688842612237,0.0013160536127063754,0.0007956729279423179
total_ocup4d,3317,1.9362142100340238,0.0011962069544301753,0.0007848761151169044
total_ocup4d,8209,1.755091762019739,0.0015276520161712174,0.0007678070295959814
total_ocup4d,3315,2.7582031066890385,0.0008564683762961511,0.0007567529568889201
total_ocup4d,3151,0.7959913350576329,0.0013311698607299995,0.0007435918183995692
total_ocup4d,3152,1.1295360467055864,0.0012980600367893064,0.0007174255108242111
total_ocup4d,6203,1.2047891730193498,0.0012963847441023995,0.0006958609821853366
total_ocup4d,6422,1.9977906885730017,0.0011968480471015882,0.0006866934168094398
total_ocup4d,7402,1.9560029287604006,0.0013573993259382564,0.0006855163226768468
total_ocup4d,7314,0.9493579466764569,0.0014179736627929183,0.0006802444478139134
total_ocup4d,7522,0.8022638129443898,0.0012571344526937582,0.0006751111345515647
total_ocup4d,7708,2.1402208208442643,0.000927291803548498,0.0006542013348763512
total_ocup4d,1312,2.948816178306065,0.0011012056149841338,0.000646804756446013
total_ocup4d,7199,1.2639957887388,0.00124348970095567,0.000639680271526938
total_ocup4d,8121,0.2583802500696914,0.0011664191995351117,0.0006313379768131962
total_ocup4d,7404,2.060557345499378,0.0010499331363277601,0.0006248736262143752
total_ocup4d,6410,0.9839841560115011,0.001200706708147407,0.0006186851818600405
total_ocup4d,3721,0.24329419368209665,0.0009326701854764415,0.0006145593503892372
total_ocup4d,8192,2.109245098083743,0.001373290763361425,0.0006076301436553776
total_ocup4d,3125,3.093796652592983,0.0011172659615038265,0.0006046731641231801
total_ocup4d,2121,0.9682905412780513,0.0006412551327372887,0.000591134076079075
total_ocup4d,9434,1.0916983249653016,0.0010400971908443874,0.0005881073132433049
total_ocup4d,7811,1.2736059362496912,0.0011462359565576174,0.0005786513121910134
total_ocup4d,8142,1.0347968330045643,0.0012760160254213706,0.0005755096909606634
total_ocup4d,2423,1.8209254434178488,0.0008430392260848154,0.0005664566301621052
total_ocup4d,3207,1.6880908719052565,0.0010834655986747654,0.0005636570616438092
total_ocup4d,8321,0.08332867209518766,0.0011083647037986655,0.000557567591804477
total_ocup4d,7311,2.5124325858932015,0.0008935407241656243,0.0005530591891084892
total_ocup4d,6421,1.1717007374397697,0.0013011025960247855,0.0005338010150880881
total_ocup4d,8331,1.63040645689474,0.0012561675089101095,0.0005182321192724861
total_ocup4d,5493,2.0427050450042845,0.0010209564295586616,0.000510003830978285
total_ocup4d,7615,2.026322283725841,0.0010117982650219314,0.00047363087944304915
total_ocup4d,2157,2.1365653429318643,0.0009391433516282855,0.0004701362898807894
total_ocup4d,7702,0.44451540020755714,0.0013881776686644593,0.0004688230488315366
total_ocup4d,9542,1.7184712444299928,0.0010086955462278529,0.0004677593776138171
total_ocup4d,7707,0.9332383206556,0.0007630611606341204,0.0004246940762138892
total_ocup4d,5910,3.5566782772467045,0.0007942014081884933,0.00042233394506471566
total_ocup4d,6204,2.8913062930463305,0.0008391931771076807,0.00041107102698644736
total_ocup4d,5931,1.60043469820844,0.0008645785783695194,0.00039324708202918016
total_ocup4d,2623,3.228931501922024,0.0009582838973214194,0.00038549671274756256
total_ocup4d,8322,2.4119601983262924,0.000742626876181909,0.0003576011156486688
total_ocup4d,3311,1.8398787803180137,0.00077824098358693,0.00029161510117085317
total_ocup4d,3135,2.8772252664233164,0.0005129479639135756,0.0002244600616727553
total_ocup4d,7706,2.520909152754623,0.000573947163824684,0.00022202616495324088
total_ocup4d,6201,2.004528814354414,0.0005576477353158491,0.0002149200847598976
total_ocup4d,2452,3.6523562148287456,0.000501797756151661,0.00020412419222139318
total_ocup4d,2111,0.30173108533223003,0.0006165129899050107,0.0001927036067395729
total_ocup4d,9812,4.393447403653096,0.0006345952838554407,0.0001872043058433257
total_ocup4d,7192,3.719891484347996,0.0003941900012644072,0.00014802135899869093
total_ocup4d,3154,4.059109244931395,0.0003129324831171182,0.00013777472320695877
total_ocup4d,3133,3.337117218079806,0.00045683045518355933,0.00013632739873648014
total_ocup4d,9541,3.1955079337746035,0.00037380942559601536,0.00011724977634346948
province_ocup4d,"Rioja, La::3722",0.18807708490179204,0.021221008607733353,0.004976270869344821
province_ocup4d,Castellón/Castelló::1421,0.18397704257151226,0.00903021058995601,0.0036809205674420823
province_ocup4d,Murcia::2473,0.2061808085042272,0.007645181556135821,0.003650133677637924
province_ocup4d,Albacete::4443,0.21593766350907767,0.006557046744467777,0.003302277741517507
province_ocup4d,Cantabria::2154,0.22827521554323837,0.005118666232811425,0.00320383900632669
province_ocup4d,Bizkaia::7295,0.18270488389371436,0.004412124716370428,0.0031849230095812252
province_ocup4d,Bizkaia::7613,0.22754663234717012,0.006055399106654933,0.0031755390611020035
province_ocup4d,Jaén::9441,0.21179618343386472,0.004195524521690751,0.0031731441369508805
province_ocup4d,Huesca::7533,0.1377520529056432,0.004436599691951581,0.003151075882098271
province_ocup4d,Huelva::3321,0.2356976797460996,0.0031600432547106492,0.003130389266503829
province_ocup4d,Valencia/València::2423,0.19597294211218427,0.003490956489991992,0.0031289372880125917
province_ocup4d,Bizkaia::8191,0.2323641567955513,0.0032519914921298808,0.0030606624780427335
province_ocup4d,Cáceres::3325,0.1998355718742614,0.00295853906661325,0.003049774392544636
province_ocup4d,Ourense::3325,0.20764885400969013,0.0035595386733243218,0.0030256341905928394
province_ocup4d,Ávila::3733,0.1650199929611725,0.004119323863003026,0.0030253818301902375
province_ocup4d,Sevilla::3405,0.14214223061624204,0.0030564546777839454,0.0029940816005288202
province_ocup4d,Araba/Álava::3209,0.1199311948229965,0.0022712300820965023,0.0029831639676007734
province_ocup4d,Ourense::8201,0.2234845248338865,0.0027616088510606087,0.002973843443001685
province_ocup4d,Huelva::2435,0.1395736509915798,0.003890542244138181,0.0029713692312115804
province_ocup4d,Huelva::5993,0.181071825173475,0.004031192161964956,0.00293135438707545
province_ocup4d,Castellón/Castelló::3316,0.19251525961751045,0.0026123817215551364,0.0029216524107316486
province_ocup4d,Sevilla::3315,0.15070247730507527,0.0029568922240887576,0.0029051582199584964
province_ocup4d,Araba/Álava::7322,0.2128802848303199,0.0031434691612556354,0.0029017431843234237
province_ocup4d,Araba/Álava::8121,0.1612032691157278,0.003649073087598669,0.002895694611954968
province_ocup4d,Guadalajara::2121,0.23742753220179372,0.0036961861032104755,0.0028910855766609554
province_ocup4d,Badajoz::2435,0.21979644347318475,0.002511571736821638,0.002880405142724627
province_ocup4d,Huesca::9441,0.12762474548275576,0.002805967435801595,0.0028645651693947854
province_ocup4d,Jaén::8141,0.15230314523066193,0.0020543770858655937,0.002845227614260313
province_ocup4d,Albacete::2911,0.20129523694190157,0.0021551853729772745,0.0028200310615933157
province_ocup4d,Castellón/Castelló::7315,0.20030184040255317,0.0027977554302578912,0.002808064233178333
province_ocup4d,Málaga::2466,0.19145081656916943,0.0027244238362699996,0.0027807667638222863
province_ocup4d,Murcia::2461,0.1747214167456665,0.00260739604364884,0.0027763377208355673
province_ocup4d,Ciudad Real::9223,0.163377048089855,0.00307076272875265,0.002756106387205409
province_ocup4d,Santa Cruz de Tenerife::3324,0.1848871082598958,0.0031075525517160157,0.0027282859106692596
province_ocup4d,Murcia::2465,0.23165757241062745,0.0024019335054668383,0.0027221361941646848
province_ocup4d,Castellón/Castelló::2469,0.23433406960288206,0.0023315177026454353,0.0026971401050058137
province_ocup4d,Málaga::3405,0.23689939165501422,0.0028646146443300487,0.002695685059561916
province_ocup4d,Cáceres::6300,0.23135818766138624,0.0025988335036873215,0.002690629116802949
province_ocup4d,Teruel::3110,0.19944125037909546,0.0023830648048476987,0.0026893702651476672
province_ocup4d,Castellón/Castelló::2435,0.213513944867682,0.002573026036134761,0.00265836654475312
province_ocup4d,Valladolid::7613,0.16131054457295105,0.0025985826568697954,0.0026538543757280196
province_ocup4d,Ceuta::7132,0.22518940018492228,0.0019479613736071739,0.002644809580582217
province_ocup4d,Alicante/Alacant::2159,0.17801210236412762,0.003147827843722156,0.002631945724548958
province_ocup4d,Salamanca::7613,0.12997900887034491,0.0022041233171298177,0.0026161292388116797
province_ocup4d,Cantabria::9530,0.16258036085209052,0.0024765684095612926,0.0026031458442796933
province_ocup4d,Teruel::7521,0.22362285890257771,0.001347185220521702,0.002588741881651983
province_ocup4d,Ceuta::3733,0.1291562016503765,0.002220470544919577,0.0025704190879473118
province_ocup4d,Salamanca::3316,0.16219968085852965,0.0027100728871730954,0.0025579695642457935
province_ocup4d,Almería::7321,0.22757453348151876,0.0024752259822463287,0.002553718829573538
province_ocup4d,Zaragoza::1212,0.18827920562286166,0.0020804803058894284,0.002549810388957916
province_ocup4d,Segovia::7403,0.1513286567482602,0.002297779636321671,0.0025472026777253985
province_ocup4d,Teruel::8209,0.18838720193949135,0.0019070731222284463,0.002543826306925684
province_ocup4d,Cantabria::7222,0.20756044625663575,0.001757315247009157,0.0025371956439033502
province_ocup4d,Lleida::7622,0.17557264608434517,0.002584480699651431,0.002535552244462204
province_ocup4d,Badajoz::8142,0.17382700684397737,0.002539072859564186,0.0025288837433074915
province_ocup4d,"Palmas, Las::7315",0.19208152905934203,0.002029089467412346,0.002527930768709996
province_ocup4d,Ourense::3722,0.19583239783523146,0.0029050623984399975,0.0025276289311192196
province_ocup4d,Castellón/Castelló::8114,0.10455344121603768,0.0022148188616369635,0.0025249147866534764
province_ocup4d,"Palmas, Las::2911",0.21821994858770555,0.0016963858671677134,0.0025236748347167845
province_ocup4d,Burgos::8114,0.21090002217308998,0.0021175394219975527,0.0025108816392433986
province_ocup4d,Albacete::6209,0.18448693525456825,0.002205888493288757,0.0025101858105215373
province_ocup4d,Madrid::7112,0.17422024935127364,0.002217559913340495,0.002499546818284774
province_ocup4d,Burgos::4424,0.1398269413901724,0.0019727994909322527,0.0024918790152237196
province_ocup4d,Toledo::2473,0.226499210572655,0.002728693126625133,0.002484066134471961
province_ocup4d,Lugo::3326,0.19654571346628674,0.0021651628658288092,0.002482973365250288
province_ocup4d,Ourense::3321,0.1811879654275002,0.0015833859249771442,0.0024788294530865757
province_ocup4d,Pontevedra::7294,0.20949317283203678,0.002191544464974322,0.002461355620316402
province_ocup4d,Gipuzkoa::8141,0.23579085549520978,0.001765247777226869,0.0024586861294552376
province_ocup4d,Málaga::8111,0.2112644280301276,0.0018523940866276435,0.002450193294907879
province_ocup4d,Huesca::7323,0.212719515919444,0.0022697145255073437,0.002439244648772765
province_ocup4d,Granada::7522,0.11716947503987954,0.0022402161185416376,0.002437857953566858
province_ocup4d,Valencia/València::6202,0.22024754920750617,0.00185090631554844,0.002428250542430579
province_ocup4d,Córdoba::7322,0.21533517410024886,0.0015664408258177066,0.0024253349147919157
province_ocup4d,Castellón/Castelló::8151,0.17955098652545876,0.002026717687186907,0.0024202960683208804
province_ocup4d,Cantabria::7293,0.21557483252763115,0.002044132575860105,0.0024198723770923157
province_ocup4d,Cáceres::3722,0.22219725088627182,0.0016825283793662634,0.0024187567528845618
province_ocup4d,Murcia::3151,0.12654275676471596,0.002004527955140532,0.0024113541483634098
province_ocup4d,Girona::7405,0.19834909842829526,0.0018583419545124243,0.002407170090341948
province_ocup4d,Zaragoza::7614,0.07692712092918813,0.0023531269423735573,0.002407140892993559
province_ocup4d,Sevilla::7402,0.1951284609339781,0.0018924242131566913,0.002401529369049487
province_ocup4d,Málaga::2461,0.12827262443890866,0.001980603162343585,0.0023793494068353547
province_ocup4d,Murcia::3324,0.12324031093493924,0.002003135096218719,0.0023567527943435477
province_ocup4d,Jaén::3722,0.107709386202855,0.0020360096144429744,0.0023543360934344423
province_ocup4d,Jaén::5893,0.21319195183860482,0.001563014179122644,0.0023367922286523903
province_ocup4d,Almería::3325,0.16823891255448475,0.0018414083282107835,0.0023301228382048515
province_ocup4d,Cuenca::7191,0.15296387672058376,0.0016749627580126848,0.0023297850180163514
province_ocup4d,Granada::5993,0.15563364888837936,0.0021814997874450986,0.002326337803254652
province_ocup4d,Almería::2422,0.22032728808634497,0.0016055502255948517,0.0023259732236509123
province_ocup4d,Guadalajara::6205,0.19289315974316837,0.0019329618650658338,0.002324515470865969
province_ocup4d,Toledo::9223,0.14307783674846858,0.0024393340266692606,0.0023213331093268064
province_ocup4d,Almería::4442,0.21113715296041233,0.0019404171668553447,0.002319120966157914
province_ocup4d,Almería::7614,0.1628928704264069,0.0024531966128508733,0.0023164765735932116
province_ocup4d,Huelva::6209,0.2015879172853029,0.0019307555903488446,0.00231641058564184
