cno4,occupation_title,2021-01,2026-01,observed_exposure_rf,observed_exposure_cosine_weighted,observed_exposure_cosine_nearest,avg_monthly_unemployment_growth_pp
2130,Veterinarios,1787.0,1349.0,0.0881288684848485,0.0925999999999999,0.0926,-0.46862443158611994
2140,Farmacéuticos,3120.0,2359.0,0.1223101171428571,0.0533863125788285,0.0896,-0.4659920023264223
2151,Odontólogos y estomatólogos,429.0,275.0,0.1041523279076479,0.0063902651523838,0.0,-0.7411430354357421
2152,Fisioterapeutas,2608.0,1704.0,0.0745179480158731,0.0093589330301025,0.0174,-0.7093420260954719
2153,Dietistas y nutricionistas,1071.0,885.0,0.1100168451587301,0.1328,0.1328,-0.317934042399699
2154,Logopedas,525.0,370.0,0.0883577689682539,0.0,0.0,-0.583158761588923
2155,Ópticos-optometristas,761.0,586.0,0.0949722535714285,0.0,0.0,-0.43552261380778984
2156,Terapeutas ocupacionales,995.0,547.0,0.0654345602380952,0.0114362663401322,0.008,-0.9971565578943526
2157,Podólogos,149.0,121.0,0.0668695217460317,0.0,0.0,-0.3469262672478631
2158,Profesionales de la salud y la higiene laboral y ambiental,139.0,93.0,0.0493918961904762,0.0434506458117188,0.0,-0.6697907332957254
2159,Profesionales de la salud no clasificados bajo otros epígrafes,317.0,313.0,0.0842777276767676,0.0,0.0,-0.021164305561878947
2210,Profesores de universidades y otra enseñanza superior (excepto formación profesional),1443.0,1007.0,0.1426099801587302,0.1095265520685803,0.0644,-0.5995811100921806
2220,Profesores de formación profesional (materias específicas),2635.0,1635.0,0.1510506634920635,0.0812162188514298,0.0,-0.7954006294068483
2230,Profesores de enseñanza secundaria (excepto materias específicas de formación profesional),9365.0,6356.0,0.1248724102380952,0.1268611722633385,0.2901,-0.6459668120359711
2240,Profesores de enseñanza primaria,12438.0,8346.0,0.1065099326190476,0.103,0.103,-0.6649565341872273
2251,Maestros de educación infantil,8291.0,5963.0,0.0836888948268398,0.0,0.0,-0.549328131655186
2252,Técnicos en educación infantil,9826.0,6809.0,0.0564359324603174,0.0395,0.0395,-0.611311112076045
2311,Profesores de educación especial,2122.0,1248.0,0.1226783845238095,0.0625355033743253,0.0989,-0.8846946170742583
2312,Técnicos educadores de educación especial,591.0,393.0,0.1235623912698413,0.0989,0.0989,-0.6800106758947289
2321,Especialistas en métodos didácticos y pedagógicos,4449.0,2748.0,0.1705537626984128,0.3043,0.3043,-0.8030099624396684
2322,Profesores de enseñanza no reglada de idiomas,7270.0,4278.0,0.1292187128571429,0.2164136729833703,0.0636,-0.8837844681420215
2323,Profesores de enseñanza no reglada de música y danza,2376.0,1261.0,0.1191563192857142,0.2142,0.2142,-1.0558555741960267
2324,Profesores de enseñanza no reglada de artes,969.0,527.0,0.1236127361904762,0.2142,0.2142,-1.0151067722490066
2325,Instructores en tecnologías de la información en enseñanza no reglada,42.0,39.0,0.2094899762698413,0.3043,0.3043,-0.1235132869228702
2326,Profesionales de la educación ambiental,327.0,240.0,0.0663820057142856,0.0232,0.1444,-0.5155354125921038
2329,Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes,6084.0,3782.0,0.138201279047619,0.204008989102234,0.2621,-0.792349006934634
2411,Físicos y astrónomos,669.0,560.0,0.0747895404761904,0.3302709592992149,0.3849,-0.2964121273317237
2412,Meteorólogos,16.0,16.0,0.1210881509523809,0.038,0.038,0.0
2413,Químicos,2761.0,1882.0,0.1597572159523808,0.1549329008506393,0.2614,-0.6387631529747158
2414,Geólogos y geofísicos,793.0,390.0,0.102610719047619,0.1141027268693386,0.043,-1.1827941375185924
2415,Matemáticos y actuarios,331.0,308.0,0.1611862985714284,0.3338911273082483,0.0539,-0.12003098733914808
2416,Estadísticos,266.0,195.0,0.1497432067460317,0.3144818981522839,0.2107,-0.5174945836965872
2421,"Biólogos, botánicos, zoólogos y afines",7285.0,5324.0,0.101789890079365,0.0776562761991508,0.0606,-0.5226542318571722
2422,Ingenieros agrónomos,704.0,463.0,0.0530133513492063,0.0513,0.0,-0.6984188367863468
2423,Ingenieros de montes,221.0,130.0,0.053989778015873,0.0,0.0,-0.8843804184369505
2424,Ingenieros técnicos agrícolas,1844.0,1110.0,0.0621199602380952,0.0,0.0,-0.8459618496835993
2425,Ingenieros técnicos forestales y del medio natural,593.0,324.0,0.0691997028571428,0.0221,0.0221,-1.0074181386756613
2426,Profesionales de la protección ambiental,206.0,126.0,0.0725418311904762,0.0686506991440145,0.1444,-0.8193237697301721
2427,Enólogos,102.0,76.0,0.1129802845238095,0.2038,0.2038,-0.49039912166323274
2431,Ingenieros industriales y de producción,2927.0,2151.0,0.06473799505772,0.0367,0.0367,-0.5134085957069257
2432,Ingenieros en construcción y obra civil,1895.0,753.0,0.0703700226984127,0.0409190265975001,0.0081,-1.5381814828610556
2433,Ingenieros mecánicos,1795.0,1070.0,0.0777722101587301,0.205854383814282,0.0813,-0.862243955777379
2434,Ingenieros aeronáuticos,287.0,102.0,0.058703169126984,0.0753,0.0753,-1.7241823374589178
2435,Ingenieros químicos,972.0,559.0,0.1323166824458874,0.0,0.0,-0.9220105521755666
2436,"Ingenieros de minas, metalúrgicos y afines",339.0,163.0,0.0886524197619048,0.0,0.0,-1.220416510956146
2437,Ingenieros ambientales,301.0,199.0,0.0712547529365079,0.0679745415213147,0.0358,-0.6896757333739719
2439,Ingenieros no clasificados bajo otros epígrafes,873.0,979.0,0.056039123095238,0.0975944927671193,0.0659,0.19099347781818063
2441,Ingenieros en electricidad,704.0,469.0,0.0798220593650794,0.059,0.059,-0.6769593128529383
2442,Ingenieros electrónicos,689.0,544.0,0.0959337107936507,0.1202184990266389,0.0999,-0.39382004026286077
2443,Ingenieros en telecomunicaciones,1049.0,1154.0,0.1076910923015872,0.0,0.0,0.15899473111958015
2451,Arquitectos (excepto arquitectos paisajistas y urbanistas),4407.0,1966.0,0.0812990707142857,0.0420138311513927,0.0784,-1.3453219402247907
2452,Arquitectos paisajistas,40.0,36.0,0.0600641834920635,0.0,0.0,-0.17560085942971054
2453,Urbanistas e ingenieros de tráfico,115.0,47.0,0.0776654447474747,0.0498979943862411,0.0959,-1.491307544421986
2454,Ingenieros geógrafos y cartógrafos,60.0,40.0,0.0568798452380952,0.0400224415086789,0.08,-0.6757751801802736
2461,Ingenieros técnicos industriales y de producción,719.0,487.0,0.0688101526190476,0.0,0.0,-0.6493287243974288
2462,Ingenieros técnicos de obras públicas,987.0,382.0,0.0605882764285714,0.0081,0.0081,-1.5820823847115109
2463,Ingenieros técnicos mecánicos,1420.0,694.0,0.0666887119047618,0.0358,0.0813,-1.1932336501475036
2464,Ingenieros técnicos aeronáuticos,410.0,201.0,0.0568297563492063,0.0,0.0,-1.1880870860654635
2465,Ingenieros técnicos químicos,471.0,244.0,0.147802029126984,0.0,0.0,-1.0961497812053593
2466,"Ingenieros técnicos de minas, metalúrgicos y afines",408.0,210.0,0.1072239122222222,0.0,0.0,-1.1069327394778217
2469,Ingenieros técnicos no clasificados bajo otros epígrafes,798.0,745.0,0.0963686646681096,0.0,0.0,-0.11454063178374903
2471,Ingenieros técnicos en electricidad,802.0,434.0,0.0608754171428571,0.059,0.059,-1.0234401229435162
2472,Ingenieros técnicos en electrónica,667.0,358.0,0.0745182271428571,0.0202,0.0202,-1.0370950991915384
2473,Ingenieros técnicos en telecomunicaciones,606.0,544.0,0.0721691557142857,0.0,0.0,-0.1798845653556199
2481,Arquitectos técnicos y técnicos urbanistas,3793.0,1666.0,0.0935190515873016,0.0784,0.0784,-1.3712195316035203
2482,Diseñadores de productos y de prendas,2994.0,2035.0,0.0766936535714286,0.0502029895225101,0.0437,-0.6435241118381319
2483,Ingenieros técnicos en topografía,481.0,160.0,0.0592762701587301,0.0022,0.0,-1.8344890914532241
2484,Diseñadores gráficos y multimedia,13201.0,9982.0,0.183471748968254,0.3626693515268673,0.3672,-0.4658485220853414
2511,Abogados,10717.0,6380.0,0.1449370964718614,0.1673,0.1673,-0.864438613956935
2512,Fiscales,22.0,16.0,0.122855917128427,0.102,0.102,-0.5307562185308915
2513,Jueces y magistrados,81.0,52.0,0.1231717541269841,0.3081758120261904,0.3109,-0.7386757268183527
2591,Notarios y registradores,13.0,12.0,0.1339644503030304,0.0216,0.0216,-0.1334045127892273
2592,Procuradores,96.0,74.0,0.1772495270634922,0.1673,0.1673,-0.43380516377277656
2599,Profesionales del derecho no clasificados bajo otros epígrafes,3909.0,2806.0,0.1418532629365081,0.3106,0.1673,-0.5525360085509131
2611,Especialistas en contabilidad,4423.0,2870.0,0.20598423,0.2060981271040964,0.3478,-0.7208436151911016
2612,Asesores financieros y en inversiones,1330.0,1094.0,0.2028807978571427,0.2137100239005849,0.3504,-0.3255637303897885
2613,Analistas financieros,396.0,288.0,0.276663163888889,0.2858599869923737,0.5716,-0.5307562185308908
2621,Analistas de gestión y organización,322.0,438.0,0.2305139437301587,0.3271673981633952,0.2435,0.5127789413867297
2622,Especialistas en administración de política de empresas,7676.0,5065.0,0.2340136889682539,0.1846,0.0333,-0.6929074007413435
2623,Especialistas de la administración pública,45.0,577.0,0.1135382388888889,0.0,0.0,4.251966294562967
2624,Especialistas en políticas y servicios de personal y afines,10805.0,7498.0,0.1797273335930736,0.0342406036963483,0.0649,-0.6089544527418825
2625,Especialistas en formación de personal,41.0,32.0,0.1607917758730158,0.3243203403433002,0.2793,-0.41306027317430233
2630,Técnicos de empresas y actividades turísticas,4377.0,2246.0,0.1360500948412698,0.4054,0.4054,-1.1120211698208449
2640,Profesionales de ventas técnicas y médicas (excepto las tic),10603.0,6220.0,0.2143308654473302,0.408359243465146,0.2706,-0.8889451219876202
2651,Profesionales de la publicidad y la comercialización,8380.0,7788.0,0.1937074695454542,0.3234391229227905,0.1731,-0.12210637830672925
2652,Profesionales de relaciones públicas,2184.0,1660.0,0.199299809018759,0.453,0.453,-0.45723409252367875
2653,Profesionales de la venta de tecnologías de la información y las comunicaciones,1034.0,638.0,0.2436761525396825,0.2706,0.2706,-0.8047529528726413
2711,Analistas de sistemas,2594.0,3165.0,0.278040347063492,0.2763,0.2763,0.3315866161698115
2712,Analistas y diseñadores de software,2196.0,2351.0,0.2586998011904761,0.288,0.2763,0.11367207651774643
2713,"Analistas, programadores y diseñadores web y multimedia",2586.0,3342.0,0.2747243151587301,0.2489999999999999,0.249,0.42742858303922665
2719,Analistas y diseñadores de software y multimedia no clasificados bajo otros epígrafes,1037.0,1096.0,0.2068832327777777,0.5195,0.5195,0.09222543213072291
2721,Diseñadores y administradores de bases de datos,1448.0,2337.0,0.1963370882539682,0.4540065463806685,0.3315,0.7978079359886614
2722,Administradores de sistemas y redes,924.0,694.0,0.1826089128210677,0.2541698568926847,0.3373,-0.4770668518914656
2723,Analistas de redes informáticas,203.0,383.0,0.2459904230952379,0.3327290045256978,0.1987,1.0580483502314308
2729,Especialistas en bases de datos y en redes informáticas no clasificados bajo otros epígrafes,209.0,294.0,0.2239384757936506,0.4859,0.4859,0.5687425256231174
2810,Economistas,4672.0,3266.0,0.2180727488888888,0.1367176011992244,0.2418,-0.5967020849627562
2821,"Sociólogos, geógrafos, antropólogos, arqueólogos y afines",3530.0,2289.0,0.1817045162698413,0.1892569050002532,0.3833,-0.721971383291294
2822,"Filósofos, historiadores y profesionales en ciencias políticas",2763.0,1864.0,0.1518957538095238,0.2441242590880281,0.452,-0.6559872161298008
2823,Psicólogos,10804.0,6555.0,0.1845760490476191,0.0989229053452268,0.0591,-0.8328138645245087
2824,Profesionales del trabajo y la educación social,12308.0,8623.0,0.1111169107142857,0.0243039472195637,0.0,-0.5930273424826815
2825,Agentes de igualdad de oportunidades entre mujeres y hombres,133.0,116.0,0.0762032112698413,0.0275,0.0275,-0.22793156185898206
2830,Sacerdotes de las distintas religiones,33.0,22.0,0.1032352183333333,0.1116,0.1116,-0.6757751801802736
2911,Archivistas y conservadores de museos,1451.0,919.0,0.0807408349206348,0.1749630481962393,0.0,-0.7612035508808349
2912,"Bibliotecarios, documentalistas y afines",1751.0,1221.0,0.1357644686507937,0.2032,0.2032,-0.6008614302919124
2921,Escritores,788.0,590.0,0.1956785883333333,0.3189705039045737,0.2462,-0.48229258826352434
2922,Periodistas,8600.0,6179.0,0.1508683848412699,0.2098,0.2098,-0.5510095953010316
2923,"Filólogos, intérpretes y traductores",6841.0,4773.0,0.2149675102380953,0.4304,0.4304,-0.599931469591836
2931,Artistas de artes plásticas y visuales,4874.0,3372.0,0.119159161031746,0.3565,0.3565,-0.6140148584390115
2932,"Compositores, músicos y cantantes",4597.0,1965.0,0.1383320199206349,0.0197448893312763,0.0368,-1.416519452504777
2933,Coreógrafos y bailarines,1367.0,617.0,0.1249519433333334,0.0414959087369633,0.0801,-1.3258413546976018
2934,"Directores de cine, de teatro y afines",3212.0,2419.0,0.1323882142857142,0.14652815261537,0.092,-0.47256594076104125
2935,Actores,3215.0,2019.0,0.1108791128571429,0.1011,0.1011,-0.7753750305981377
2936,"Locutores de radio, televisión y otros presentadores",1155.0,746.0,0.082509170079365,0.0634,0.0634,-0.7285500379202222
2937,Profesionales de espectáculos taurinos,566.0,313.0,0.138662927063492,0.0443,0.0443,-0.9873181461050503
2939,Artistas creativos e interpretativos no clasificados bajo otros epígrafes,841.0,202.0,0.0611491361904761,0.3565,0.3565,-2.3772066042862385
3110,Delineantes y dibujantes técnicos,10314.0,5351.0,0.0470823722799422,0.0,0.0,-1.0936978938326665
3121,Técnicos en ciencias físicas y químicas,652.0,439.0,0.1122928995238095,0.0845297700095152,0.3148,-0.6592419147524693
3122,Técnicos en construcción,3826.0,1851.0,0.0515651204761904,0.0776,0.0776,-1.2101563957111698
3123,Técnicos en electricidad,6567.0,3925.0,0.0525234627777777,0.0,0.0,-0.8578179266241055
3124,Técnicos en electrónica (excepto electro medicina),4297.0,3134.0,0.0750997980952381,0.0114211106995658,0.0202,-0.5260116014317173
3125,"Técnicos en electrónica, especialidad en electro medicina",51.0,62.0,0.062970713095238,0.0,0.0,0.3255145872012766
3126,Técnicos en mecánica,4672.0,2909.0,0.0678932718253968,0.0556485084340917,0.0,-0.7896297766881025
3127,Técnicos y analistas de laboratorio en química industrial,3718.0,2514.0,0.1220957802380952,0.3148,0.3148,-0.6521846318853264
3128,Técnicos en metalurgia y minas,1642.0,1051.0,0.1193291192063493,0.229,0.229,-0.7436215318923697
3129,"Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías",9004.0,5701.0,0.0741099645238095,0.0,0.3148,-0.7617122083250678
3131,Técnicos en instalaciones de producción de energía,768.0,545.0,0.0687526661904762,0.0069100642582489,0.0257,-0.5716732308073805
3132,"Técnicos en instalaciones de tratamiento de residuos, de aguas y otros operadores en plantas similares",1204.0,632.0,0.0251935653174603,0.0,0.0,-1.0741920528698474
3133,Técnicos en control de instalaciones de procesamiento de productos químicos,32.0,49.0,0.0723628771428571,0.0,0.0,0.7101406588514999
3134,Técnicos de refinerías de petróleo y gas natural,109.0,56.0,0.0514554675180375,0.0149844730846871,0.0405,-1.1099936524899898
3135,Técnicos en control de procesos de producción de metales,67.0,43.0,0.0619645031746031,0.0,0.0,-0.7391541728290055
3139,Técnicos en control de procesos no clasificados bajo otros epígrafes,6720.0,3654.0,0.1403425429365078,0.1207,0.1207,-1.0154428276320715
3141,Técnicos en ciencias biológicas (excepto en áreas sanitarias),466.0,482.0,0.0875155621428571,0.1889177284606311,0.0599,0.056264133208257704
3142,Técnicos agropecuarios,985.0,682.0,0.0868141646825396,0.0032166614254964,0.0058,-0.6126866388810445
3143,Técnicos forestales y del medio natural,537.0,334.0,0.1008216015079364,0.014181443390103,0.0221,-0.7914285025536069
3151,Jefes y oficiales de máquinas,601.0,311.0,0.0465106080952381,0.0,0.0,-1.0980033705932895
3152,Capitanes y oficiales de puente,488.0,261.0,0.1018351266666666,0.0,0.0,-1.042991664217423
3153,Pilotos de aviación y profesionales afines,541.0,233.0,0.0814492217460317,0.0,0.0,-1.403968042134635
3154,Controladores de tráfico aéreo,27.0,17.0,0.0889932061904762,0.021796528522179,0.0,-0.7710392032468549
3155,Técnicos en seguridad aeronáutica,25.0,18.0,0.054642925079365,0.0,0.0,-0.5475067782867268
3160,"Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías",4520.0,3277.0,0.0877752828571428,0.3148,0.3148,-0.535972706879102
3201,Supervisores en ingeniería de minas,109.0,54.0,0.0437955156349206,0.0296,0.0296,-1.1706063927747816
3202,Supervisores de la construcción,6225.0,2888.0,0.0571119261111111,0.086197946646061,0.1186,-1.280015368866986
3203,Supervisores de industrias alimenticias y del tabaco,634.0,461.0,0.0395599754761904,0.0564,0.0564,-0.5310848524009618
3204,Supervisores de industrias química y farmacéutica,131.0,101.0,0.0618445085714285,0.0,0.0,-0.43346134393315255
3205,"Supervisores de industrias de transformación de plásticos, caucho y resinas naturales",81.0,54.0,0.0347804761904762,0.0,0.0,-0.6757751801802744
3206,Supervisores de industrias de la madera y pastero papeleras,118.0,65.0,0.0547326366666666,0.0,0.0,-0.9938289242833804
3207,Supervisores de la producción en industrias de artes gráficas y en la fabricación de productos de papel,238.0,145.0,0.0619571369047618,0.0,0.0,-0.825894885418168
3209,Supervisores de otras industrias manufactureras,1118.0,741.0,0.0404809024603174,0.0,0.0,-0.6854933806982633
3311,Técnicos en radioterapia,184.0,219.0,0.0582647915873016,0.0238935344057268,0.0,0.2902266203458585
3312,Técnicos en imagen para el diagnóstico,1649.0,1927.0,0.0701991157936507,0.0519619309515201,0.199,0.25965890975794564
3313,Técnicos en anatomía patológica y citología,771.0,708.0,0.0968859129365078,0.1577,0.1577,-0.14207379978268264
3314,Técnicos en laboratorio de diagnóstico clínico,4608.0,4384.0,0.093547576111111,0.0,0.0,-0.08305395624645939
3315,Técnicos en ortoprótesis,82.0,82.0,0.0679279146825397,0.0,0.0,0.0
3316,Técnicos en prótesis dentales,1652.0,1324.0,0.1229488428571428,0.0,0.0,-0.3688820293066157
3317,Técnicos en audioprótesis,169.0,167.0,0.0924117417460318,0.0,0.0,-0.01984150417719673
3321,Técnicos superiores en higiene bucodental,2046.0,2278.0,0.0538928253174603,0.0,0.0,0.17901866249259304
3322,Técnicos superiores en documentación sanitaria,262.0,285.0,0.1000781074603173,0.3063,0.3063,0.14024112751259032
3323,Técnicos superiores en dietética,1186.0,783.0,0.1229857723809523,0.2446,0.2446,-0.6920148059447806
3324,Técnicos en optometría,308.0,210.0,0.0723015086507936,0.0,0.0,-0.6383204204268426
3325,Ayudantes fisioterapeutas,2612.0,1509.0,0.0299614183333333,0.0,0.0,-0.9144483860474543
3326,Técnicos en prevención de riesgos laborales y salud ambiental,2749.0,1601.0,0.0442082454329004,0.0,0.0,-0.9010146252808848
3327,Ayudantes de veterinaria,2510.0,2076.0,0.0447188264285714,0.0053540684694535,0.0179,-0.3163996464000836
3329,Técnicos de la sanidad no clasificados bajo otros epígrafes,620.0,402.0,0.0977117037301586,0.0162401615419394,0.0,-0.7221123157001941
3331,"Profesionales de la acupuntura, la naturopatía, la homeopatía, la medicina tradicional china y la ayurveda",709.0,540.0,0.1381408830158729,0.0,0.0,-0.4538106449563451
3339,Otros profesionales de las terapias alternativas,445.0,366.0,0.0927566626190476,0.0,0.0,-0.3257349146081238
3401,"Profesionales de apoyo e intermediarios de cambio, bolsa y finanzas",1639.0,976.0,0.2449027978571429,0.3120525088729973,0.4413,-0.8639649872178964
3402,Comerciales de préstamos y créditos,630.0,447.0,0.1170950546031746,0.1884124852794337,0.1857,-0.5719353746200154
3403,Tenedores de libros,2633.0,1767.0,0.1349764423015872,0.3104,0.3104,-0.6647344786276888
3404,"Profesionales de apoyo en servicios estadísticos, matemáticos y afines",158.0,130.0,0.2282813730158732,0.5099,0.2107,-0.32510097095230783
3405,Tasadores,229.0,145.0,0.049744987063492,0.0,0.0,-0.761647101889443
3510,Agentes y representantes comerciales,41366.0,26459.0,0.3149919520274172,0.6279,0.6279,-0.7447715371657123
3521,Mediadores y agentes de seguros,1790.0,1220.0,0.0966098638095238,0.1751095172436939,0.3188,-0.638941268512497
3522,Agentes de compras,8361.0,5775.0,0.1700493785714285,0.2212453090698213,0.2004,-0.6167329679334383
3523,Consignatarios,60.0,36.0,0.1069920069047619,0.0165,0.0165,-0.8513760396099841
3531,Representantes de aduanas,145.0,122.0,0.1657900133766235,0.0165,0.0165,-0.2878544961455291
3532,Organizadores de conferencias y eventos,2211.0,1416.0,0.1228221545238095,0.0790544919618009,0.1023,-0.7426815110063023
3533,Agentes o intermediarios en la contratación de la mano de obra (excepto representantes de espectáculos),111.0,60.0,0.1111920780158729,0.0,0.0,-1.0253093984837225
3534,Agentes y administradores de la propiedad inmobiliaria,5777.0,3867.0,0.1338604121428572,0.2364911840385542,0.2828,-0.6690091736232814
3535,Portavoces y agentes de relaciones públicas,116.0,57.0,0.2022590035714285,0.453,0.453,-1.1842315387863571
3539,Representantes artísticos y deportivos y otros agentes de servicios comerciales no clasificados bajo otros epígrafes,375.0,239.0,0.1907563872222223,0.118,0.118,-0.7507707900648326
3611,Supervisores de secretaría,34.0,36.0,0.1653747324603173,0.1563861201224199,0.1856,0.09526402306658058
3612,Asistentes jurídico-legales,317.0,335.0,0.1485866297619047,0.1518249593506656,0.0,0.09204792991297654
3613,Asistentes de dirección y administrativos,37490.0,26482.0,0.1553762655555556,0.2342060800162188,0.4528,-0.5793482897170943
3614,Secretarios de centros médicos o clínicas,198.0,158.0,0.1893903366378067,0.4187537867623904,0.3623,-0.3761199961126138
3621,Profesionales de apoyo de la administración pública de tributos,82.0,69.0,0.1403848331746032,0.0755193828801388,0.0275,-0.28768790444498943
3622,Profesionales de apoyo de la administración pública de servicios sociales,165.0,138.0,0.1070060678571428,0.0597,0.0,-0.2978196479056254
3623,Profesionales de apoyo de la administración pública de servicios de expedición de licencias,44.0,32.0,0.115080102994228,0.102,0.102,-0.5307562185308908
3629,Otros profesionales de apoyo de la administración pública para tareas de inspección y control y tareas similares,130.0,185.0,0.1316738178571428,0.0570752345260835,0.0,0.588035624371237
3631,"Técnicos de la policía nacional, autonómica y local",12.0,22.0,0.0675532773809524,0.0374,0.0374,1.0102263392838595
3632,Suboficiales de la guardia civil,3.0,4.0,0.0501669421428571,0.0374,0.0374,0.479470120752968
3711,Profesionales de apoyo de servicios jurídicos y servicios similares,1751.0,1268.0,0.1421789118253969,0.052168226959164,0.0,-0.5379103288144682
3712,Detectives privados,120.0,76.0,0.1021172769841269,0.0177109266739362,0.0,-0.7612640041595246
3713,Profesionales de apoyo al trabajo y a la educación social,4700.0,4391.0,0.1144093015873016,0.0302381458575545,0.0,-0.1133425285607211
3714,Promotores de igualdad de oportunidades entre mujeres y hombres,83.0,48.0,0.0823794223015872,0.0788,0.0788,-0.9127326614811785
3715,Animadores comunitarios,5953.0,3278.0,0.1181166291269841,0.0,0.0,-0.994436356416027
