"cno4","occupation_title","period","time_period","event_time","first_treat_period","Y","D_raw","G","D","id"
"0020","Tropa y marinería de las fuerzas armadas","2025-08",56,35,21,2,0,0,0,3
"0020","Tropa y marinería de las fuerzas armadas","2025-09",57,36,21,0,0,0,0,3
"0020","Tropa y marinería de las fuerzas armadas","2025-10",58,37,21,5,0,0,0,3
"0020","Tropa y marinería de las fuerzas armadas","2025-11",59,38,21,1,0,0,0,3
"0020","Tropa y marinería de las fuerzas armadas","2025-12",60,39,21,2,0,0,0,3
"0020","Tropa y marinería de las fuerzas armadas","2026-01",61,40,21,5,0,0,0,3
"0020","Tropa y marinería de las fuerzas armadas","2026-02",62,41,21,4,0,0,0,3
"0020","Tropa y marinería de las fuerzas armadas","2026-03",63,42,21,0,0,0,0,3
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2021-01",1,-20,21,2,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2021-02",2,-19,21,0,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2021-03",3,-18,21,4,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2021-04",4,-17,21,4,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2021-05",5,-16,21,6,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2021-06",6,-15,21,5,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2021-07",7,-14,21,4,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2021-08",8,-13,21,4,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2021-09",9,-12,21,12,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2021-10",10,-11,21,4,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2021-11",11,-10,21,4,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2021-12",12,-9,21,0,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2022-01",13,-8,21,8,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2022-02",14,-7,21,2,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2022-03",15,-6,21,2,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2022-04",16,-5,21,5,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2022-05",17,-4,21,1,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2022-06",18,-3,21,4,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2022-07",19,-2,21,3,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2022-08",20,-1,21,0,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2022-09",21,0,21,3,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2022-10",22,1,21,10,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2022-11",23,2,21,8,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2022-12",24,3,21,1,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2023-01",25,4,21,4,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2023-02",26,5,21,3,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2023-03",27,6,21,2,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2023-04",28,7,21,3,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2023-05",29,8,21,15,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2023-06",30,9,21,24,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2023-07",31,10,21,39,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2023-08",32,11,21,20,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2023-09",33,12,21,4,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2023-10",34,13,21,7,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2023-11",35,14,21,10,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2023-12",36,15,21,3,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2024-01",37,16,21,8,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2024-02",38,17,21,13,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2024-03",39,18,21,3,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2024-04",40,19,21,5,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2024-05",41,20,21,10,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2024-06",42,21,21,4,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2024-07",43,22,21,9,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2024-08",44,23,21,15,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2024-09",45,24,21,3,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2024-10",46,25,21,6,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2024-11",47,26,21,12,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2024-12",48,27,21,5,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2025-01",49,28,21,7,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2025-02",50,29,21,3,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2025-03",51,30,21,6,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2025-04",52,31,21,7,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2025-05",53,32,21,5,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2025-06",54,33,21,6,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2025-07",55,34,21,6,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2025-08",56,35,21,9,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2025-09",57,36,21,8,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2025-10",58,37,21,4,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2025-11",59,38,21,7,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2025-12",60,39,21,8,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2026-01",61,40,21,8,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2026-02",62,41,21,2,0,0,0,4
"1111","Miembros del poder ejecutivo (nacional, autonómico y local) y del poder legislativo","2026-03",63,42,21,1,0,0,0,4
"1112","Personal directivo de la administración pública","2021-01",1,-20,21,27,0,0,0,5
"1112","Personal directivo de la administración pública","2021-02",2,-19,21,32,0,0,0,5
"1112","Personal directivo de la administración pública","2021-03",3,-18,21,27,0,0,0,5
"1112","Personal directivo de la administración pública","2021-04",4,-17,21,32,0,0,0,5
"1112","Personal directivo de la administración pública","2021-05",5,-16,21,29,0,0,0,5
"1112","Personal directivo de la administración pública","2021-06",6,-15,21,31,0,0,0,5
"1112","Personal directivo de la administración pública","2021-07",7,-14,21,38,0,0,0,5
"1112","Personal directivo de la administración pública","2021-08",8,-13,21,29,0,0,0,5
"1112","Personal directivo de la administración pública","2021-09",9,-12,21,29,0,0,0,5
"1112","Personal directivo de la administración pública","2021-10",10,-11,21,38,0,0,0,5
"1112","Personal directivo de la administración pública","2021-11",11,-10,21,28,0,0,0,5
"1112","Personal directivo de la administración pública","2021-12",12,-9,21,43,0,0,0,5
"1112","Personal directivo de la administración pública","2022-01",13,-8,21,23,0,0,0,5
"1112","Personal directivo de la administración pública","2022-02",14,-7,21,31,0,0,0,5
"1112","Personal directivo de la administración pública","2022-03",15,-6,21,32,0,0,0,5
"1112","Personal directivo de la administración pública","2022-04",16,-5,21,28,0,0,0,5
"1112","Personal directivo de la administración pública","2022-05",17,-4,21,38,0,0,0,5
"1112","Personal directivo de la administración pública","2022-06",18,-3,21,36,0,0,0,5
"1112","Personal directivo de la administración pública","2022-07",19,-2,21,30,0,0,0,5
"1112","Personal directivo de la administración pública","2022-08",20,-1,21,25,0,0,0,5
"1112","Personal directivo de la administración pública","2022-09",21,0,21,42,0,0,0,5
"1112","Personal directivo de la administración pública","2022-10",22,1,21,38,0,0,0,5
"1112","Personal directivo de la administración pública","2022-11",23,2,21,45,0,0,0,5
"1112","Personal directivo de la administración pública","2022-12",24,3,21,42,0,0,0,5
"1112","Personal directivo de la administración pública","2023-01",25,4,21,34,0,0,0,5
"1112","Personal directivo de la administración pública","2023-02",26,5,21,32,0,0,0,5
"1112","Personal directivo de la administración pública","2023-03",27,6,21,29,0,0,0,5
"1112","Personal directivo de la administración pública","2023-04",28,7,21,31,0,0,0,5
"1112","Personal directivo de la administración pública","2023-05",29,8,21,51,0,0,0,5
"1112","Personal directivo de la administración pública","2023-06",30,9,21,37,0,0,0,5
"1112","Personal directivo de la administración pública","2023-07",31,10,21,87,0,0,0,5
"1112","Personal directivo de la administración pública","2023-08",32,11,21,31,0,0,0,5
"1112","Personal directivo de la administración pública","2023-09",33,12,21,48,0,0,0,5
"1112","Personal directivo de la administración pública","2023-10",34,13,21,45,0,0,0,5
"1112","Personal directivo de la administración pública","2023-11",35,14,21,48,0,0,0,5
"1112","Personal directivo de la administración pública","2023-12",36,15,21,47,0,0,0,5
"1112","Personal directivo de la administración pública","2024-01",37,16,21,52,0,0,0,5
"1112","Personal directivo de la administración pública","2024-02",38,17,21,30,0,0,0,5
"1112","Personal directivo de la administración pública","2024-03",39,18,21,41,0,0,0,5
"1112","Personal directivo de la administración pública","2024-04",40,19,21,40,0,0,0,5
"1112","Personal directivo de la administración pública","2024-05",41,20,21,29,0,0,0,5
"1112","Personal directivo de la administración pública","2024-06",42,21,21,29,0,0,0,5
"1112","Personal directivo de la administración pública","2024-07",43,22,21,31,0,0,0,5
"1112","Personal directivo de la administración pública","2024-08",44,23,21,17,0,0,0,5
"1112","Personal directivo de la administración pública","2024-09",45,24,21,23,0,0,0,5
"1112","Personal directivo de la administración pública","2024-10",46,25,21,38,0,0,0,5
"1112","Personal directivo de la administración pública","2024-11",47,26,21,39,0,0,0,5
"1112","Personal directivo de la administración pública","2024-12",48,27,21,39,0,0,0,5
"1112","Personal directivo de la administración pública","2025-01",49,28,21,34,0,0,0,5
"1112","Personal directivo de la administración pública","2025-02",50,29,21,40,0,0,0,5
"1112","Personal directivo de la administración pública","2025-03",51,30,21,40,0,0,0,5
"1112","Personal directivo de la administración pública","2025-04",52,31,21,20,0,0,0,5
"1112","Personal directivo de la administración pública","2025-05",53,32,21,27,0,0,0,5
"1112","Personal directivo de la administración pública","2025-06",54,33,21,22,0,0,0,5
"1112","Personal directivo de la administración pública","2025-07",55,34,21,35,0,0,0,5
