cno2,quarter,mean_parados,mean_contratos,exposure_nearest,cno4_count,cno2_label,epa_occupied_persons,rate_proxy,ln_rate_proxy,quarter_order,trend,period,post,exposure_10pp,exposure_10pp_post
11,2022T1,372.9166666666667,65.16666666666667,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",51300.0,0.007216868927145911,-4.9313340867382465,8089,4,2022T1,False,0.5352499999999999,0.0
11,2022T2,351.9166666666667,56.833333333333336,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",50700.0,0.006893309588441832,-4.977203962632706,8090,5,2022T2,False,0.5352499999999999,0.0
11,2022T3,351.5833333333333,62.666666666666664,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",52900.0,0.006602307599617538,-5.020336054752599,8091,6,2022T3,False,0.5352499999999999,0.0
11,2022T4,337.5833333333333,67.08333333333333,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",53600.0,0.006258777506716868,-5.073770399407969,8092,7,2022T4,True,0.5352499999999999,0.5352499999999999
11,2023T1,343.75,70.16666666666667,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",52300.0,0.006529739997625549,-5.031388153082893,8093,8,2023T1,True,0.5352499999999999,0.5352499999999999
11,2023T2,347.3333333333333,65.33333333333333,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",44500.0,0.007744793447399324,-4.860734474623314,8094,9,2023T2,True,0.5352499999999999,0.5352499999999999
11,2023T3,385.3333333333333,72.83333333333333,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",48400.0,0.007898548744158079,-4.841076239655803,8095,10,2023T3,True,0.5352499999999999,0.5352499999999999
11,2023T4,384.0833333333333,67.66666666666667,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",53600.0,0.007114751415926607,-4.945584986079255,8096,11,2023T4,True,0.5352499999999999,0.5352499999999999
11,2024T1,376.0833333333333,74.25,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",52900.0,0.007059140045642744,-4.953432041462192,8097,12,2024T1,True,0.5352499999999999,0.5352499999999999
11,2024T2,357.6666666666667,64.16666666666667,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",58000.0,0.006128871956269671,-5.094744566152202,8098,13,2024T2,True,0.5352499999999999,0.5352499999999999
11,2024T3,365.6666666666667,56.916666666666664,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",51200.0,0.007091281666742084,-4.948889183725559,8099,14,2024T3,True,0.5352499999999999,0.5352499999999999
11,2024T4,357.25,62.333333333333336,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",59200.0,0.005998430081979944,-5.116257496994544,8100,15,2024T4,True,0.5352499999999999,0.5352499999999999
11,2025T1,355.25,73.83333333333333,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",61500.0,0.005743247339554848,-5.159730490022006,8101,16,2025T1,True,0.5352499999999999,0.5352499999999999
11,2025T2,349.6666666666667,61.75,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",62000.0,0.005608156151596641,-5.183533285201577,8102,17,2025T2,True,0.5352499999999999,0.5352499999999999
11,2025T3,351.1666666666667,63.083333333333336,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",54100.0,0.00644920372076509,-5.0437986099404934,8103,18,2025T3,True,0.5352499999999999,0.5352499999999999
11,2025T4,346.3333333333333,64.66666666666667,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",56200.0,0.006124770836894817,-5.095413937635802,8104,19,2025T4,True,0.5352499999999999,0.5352499999999999
11,2026T1,340.8333333333333,76.83333333333333,0.053524999999999996,4,"11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos",57400.0,0.005902812856297536,-5.132326286377498,8105,20,2026T1,True,0.5352499999999999,0.5352499999999999
12,2021T1,2577.8333333333335,325.72222222222223,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,214400.0,0.011880629895373336,-4.432845944957156,8085,0,2021T1,False,1.7941666666666667,0.0
12,2021T2,2467.722222222222,331.3333333333333,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,224000.0,0.010896573683912277,-4.519306880087982,8086,1,2021T2,False,1.7941666666666667,0.0
12,2021T3,2322.4444444444443,324.3888888888889,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,232100.0,0.009907090807573411,-4.6145045350321,8087,2,2021T3,False,1.7941666666666667,0.0
12,2021T4,2137.8333333333335,348.22222222222223,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,218900.0,0.009671798266812545,-4.638541023330037,8088,3,2021T4,False,1.7941666666666667,0.0
12,2022T1,2005.3333333333333,426.72222222222223,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,239700.0,0.008296603577910292,-4.791909055408501,8089,4,2022T1,False,1.7941666666666667,0.0
12,2022T2,1893.0,381.5,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,259500.0,0.007241968989223124,-4.927862149721437,8090,5,2022T2,False,1.7941666666666667,0.0
12,2022T3,1940.888888888889,343.44444444444446,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,275100.0,0.00700578494630556,-4.961019050323758,8091,6,2022T3,False,1.7941666666666667,0.0
12,2022T4,1921.5,321.1111111111111,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,266700.0,0.007153187663682914,-4.94019719453907,8092,7,2022T4,True,1.7941666666666667,1.7941666666666667
12,2023T1,1932.4444444444443,404.6111111111111,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,271000.0,0.007080303143797895,-4.9504385552725205,8093,8,2023T1,True,1.7941666666666667,1.7941666666666667
12,2023T2,1922.0555555555557,353.3333333333333,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,259000.0,0.007366397414979399,-4.910826509797304,8094,9,2023T2,True,1.7941666666666667,1.7941666666666667
12,2023T3,2000.0555555555557,313.0,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,265300.0,0.007482435989018583,-4.895196873032638,8095,10,2023T3,True,1.7941666666666667,1.7941666666666667
12,2023T4,2028.8333333333333,308.72222222222223,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,249600.0,0.008062801493999428,-4.820494202954826,8096,11,2023T4,True,1.7941666666666667,1.7941666666666667
12,2024T1,2017.111111111111,397.05555555555554,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,237100.0,0.008435661930416243,-4.77528709179922,8097,12,2024T1,True,1.7941666666666667,1.7941666666666667
12,2024T2,1965.7222222222222,352.8333333333333,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,232100.0,0.00839816357371612,-4.779742219210833,8098,13,2024T2,True,1.7941666666666667,1.7941666666666667
12,2024T3,2009.888888888889,309.22222222222223,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,229600.0,0.008677906191877242,-4.746975001542575,8099,14,2024T3,True,1.7941666666666667,1.7941666666666667
12,2024T4,2018.5555555555557,315.72222222222223,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,255500.0,0.007838485856682604,-4.8487095937971,8100,15,2024T4,True,1.7941666666666667,1.7941666666666667
12,2025T1,2037.7222222222222,384.3333333333333,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,252800.0,0.007996156159508045,-4.828794332831328,8101,16,2025T1,True,1.7941666666666667,1.7941666666666667
12,2025T2,1983.8333333333333,340.77777777777777,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,267100.0,0.007372547465071295,-4.909991979171282,8102,17,2025T2,True,1.7941666666666667,1.7941666666666667
12,2025T3,2034.9444444444443,335.1666666666667,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,277800.0,0.007271945426559982,-4.923731426733581,8103,18,2025T3,True,1.7941666666666667,1.7941666666666667
12,2025T4,2033.388888888889,332.8333333333333,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,279100.0,0.007232826015171525,-4.92912544571489,8104,19,2025T4,True,1.7941666666666667,1.7941666666666667
12,2026T1,2049.8888888888887,416.55555555555554,0.17941666666666667,6,12 Directores de departamentos administrativos y comerciales,283300.0,0.007183773215650649,-4.935930516457877,8105,20,2026T1,True,1.7941666666666667,1.7941666666666667
13,2021T1,544.9047619047619,68.0952380952381,0.09571428571428571,14,13 Directores de producción y operaciones,238900.0,0.0022756999671661223,-6.085467596027136,8085,0,2021T1,False,0.9571428571428571,0.0
13,2021T2,529.4761904761905,62.214285714285715,0.09571428571428571,14,13 Directores de producción y operaciones,242800.0,0.002175964041700074,-6.13028347507899,8086,1,2021T2,False,0.9571428571428571,0.0
13,2021T3,493.1190476190476,67.54761904761905,0.09571428571428571,14,13 Directores de producción y operaciones,238900.0,0.0020598714348216435,-6.185111708409005,8087,2,2021T3,False,0.9571428571428571,0.0
13,2021T4,451.3809523809524,73.38095238095238,0.09571428571428571,14,13 Directores de producción y operaciones,262200.0,0.0017185554126699543,-6.366271217405204,8088,3,2021T4,False,0.9571428571428571,0.0
13,2022T1,456.8333333333333,84.21428571428571,0.09571428571428571,14,13 Directores de producción y operaciones,265700.0,0.0017164065547819237,-6.3675223859414,8089,4,2022T1,False,0.9571428571428571,0.0
13,2022T2,456.26190476190476,73.23809523809524,0.09571428571428571,14,13 Directores de producción y operaciones,285900.0,0.001593336572167055,-6.441924988408119,8090,5,2022T2,False,0.9571428571428571,0.0
13,2022T3,465.2142857142857,76.07142857142857,0.09571428571428571,14,13 Directores de producción y operaciones,280900.0,0.0016534179141344766,-6.404910670479296,8091,6,2022T3,False,0.9571428571428571,0.0
13,2022T4,460.6666666666667,63.69047619047619,0.09571428571428571,14,13 Directores de producción y operaciones,262200.0,0.0017538471690977712,-6.34594352161191,8092,7,2022T4,True,0.9571428571428571,0.9571428571428571
13,2023T1,454.4761904761905,76.66666666666667,0.09571428571428571,14,13 Directores de producción y operaciones,256800.0,0.0017666405545444719,-6.338675527647927,8093,8,2023T1,True,0.9571428571428571,0.9571428571428571
13,2023T2,438.35714285714283,71.0,0.09571428571428571,14,13 Directores de producción y operaciones,245800.0,0.001780214699056112,-6.331021304504588,8094,9,2023T2,True,0.9571428571428571,0.9571428571428571
13,2023T3,437.04761904761904,76.28571428571429,0.09571428571428571,14,13 Directores de producción y operaciones,244900.0,0.0017814171291661344,-6.3303460914484955,8095,10,2023T3,True,0.9571428571428571,0.9571428571428571
13,2023T4,429.4047619047619,68.54761904761905,0.09571428571428571,14,13 Directores de producción y operaciones,246200.0,0.0017410931284503885,-6.353242128270931,8096,11,2023T4,True,0.9571428571428571,0.9571428571428571
13,2024T1,406.3809523809524,73.52380952380952,0.09571428571428571,14,13 Directores de producción y operaciones,243500.0,0.0016661349768470886,-6.397248720003649,8097,12,2024T1,True,0.9571428571428571,0.9571428571428571
13,2024T2,378.64285714285717,72.14285714285714,0.09571428571428571,14,13 Directores de producción y operaciones,266300.0,0.0014198469479451059,-6.557206196315237,8098,13,2024T2,True,0.9571428571428571,0.9571428571428571
13,2024T3,377.6904761904762,64.61904761904762,0.09571428571428571,14,13 Directores de producción y operaciones,258700.0,0.0014578270923145595,-6.530808244805148,8099,14,2024T3,True,0.9571428571428571,0.9571428571428571
13,2024T4,371.4761904761905,70.28571428571429,0.09571428571428571,14,13 Directores de producción y operaciones,274000.0,0.0013539169436778535,-6.604753447822666,8100,15,2024T4,True,0.9571428571428571,0.9571428571428571
13,2025T1,364.9047619047619,72.88095238095238,0.09571428571428571,14,13 Directores de producción y operaciones,290900.0,0.00125282777272138,-6.682352064453833,8101,16,2025T1,True,0.9571428571428571,0.9571428571428571
13,2025T2,356.76190476190476,63.26190476190476,0.09571428571428571,14,13 Directores de producción y operaciones,307900.0,0.0011573530538549189,-6.76161973137613,8102,17,2025T2,True,0.9571428571428571,0.9571428571428571
13,2025T3,363.85714285714283,66.0952380952381,0.09571428571428571,14,13 Directores de producción y operaciones,283400.0,0.0012822533021672445,-6.659136356406932,8103,18,2025T3,True,0.9571428571428571,0.9571428571428571
13,2025T4,361.2857142857143,68.28571428571429,0.09571428571428571,14,13 Directores de producción y operaciones,294800.0,0.0012240281221550058,-6.705608119539104,8104,19,2025T4,True,0.9571428571428571,0.9571428571428571
13,2026T1,363.5,73.4047619047619,0.09571428571428571,14,13 Directores de producción y operaciones,287800.0,0.0012614366496797825,-6.67550400939243,8105,20,2026T1,True,0.9571428571428571,0.9571428571428571
14,2021T1,760.2380952380952,45.476190476190474,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",166900.0,0.004534397087079453,-5.396063150872968,8085,0,2021T1,False,0.9192857142857143,0.0
14,2021T2,713.2380952380952,72.57142857142857,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",181500.0,0.003914304485743808,-5.543117619026945,8086,1,2021T2,False,0.9192857142857143,0.0
14,2021T3,626.0,71.38095238095238,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",200400.0,0.0031140250514858775,-5.771839160809537,8087,2,2021T3,False,0.9192857142857143,0.0
14,2021T4,592.047619047619,87.9047619047619,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",186400.0,0.0031661646930236146,-5.755234299601599,8088,3,2021T4,False,0.9192857142857143,0.0
14,2022T1,562.5714285714286,88.9047619047619,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",189500.0,0.00295992748252831,-5.822590510092118,8089,4,2022T1,False,0.9192857142857143,0.0
14,2022T2,529.047619047619,107.19047619047619,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",184400.0,0.00286081405738623,-5.856649059201629,8090,5,2022T2,False,0.9192857142857143,0.0
14,2022T3,519.952380952381,95.76190476190476,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",189400.0,0.0027377448995428906,-5.900620726820682,8091,6,2022T3,False,0.9192857142857143,0.0
14,2022T4,525.8571428571429,74.38095238095238,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",167900.0,0.0031221877197342455,-5.76922133065864,8092,7,2022T4,True,0.9192857142857143,0.9192857142857143
14,2023T1,532.4761904761905,89.04761904761905,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",166800.0,0.0031821449284600775,-5.750199803761797,8093,8,2023T1,True,0.9192857142857143,0.9192857142857143
14,2023T2,508.1904761904762,90.52380952380952,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",186200.0,0.002721843508280811,-5.906445867852726,8094,9,2023T2,True,0.9192857142857143,0.9192857142857143
14,2023T3,510.3809523809524,72.52380952380952,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",193300.0,0.0026334035869128836,-5.939478129958625,8095,10,2023T3,True,0.9192857142857143,0.9192857142857143
14,2023T4,525.0952380952381,74.76190476190476,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",181500.0,0.0028847409056888284,-5.848320190441887,8096,11,2023T4,True,0.9192857142857143,0.9192857142857143
14,2024T1,524.5714285714286,96.52380952380952,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",172700.0,0.0030282737849793664,-5.799762529733685,8097,12,2024T1,True,0.9192857142857143,0.9192857142857143
14,2024T2,496.3809523809524,85.23809523809524,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",178700.0,0.0027700389357353094,-5.888893902659544,8098,13,2024T2,True,0.9192857142857143,0.9192857142857143
14,2024T3,490.57142857142856,72.9047619047619,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",184000.0,0.002659059618997177,-5.929782745386613,8099,14,2024T3,True,0.9192857142857143,0.9192857142857143
14,2024T4,496.5238095238095,69.28571428571429,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",183800.0,0.0026941572161012775,-5.916669844826906,8100,15,2024T4,True,0.9192857142857143,0.9192857142857143
14,2025T1,497.0,87.0,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",181500.0,0.0027308142441908384,-5.903155456309966,8101,16,2025T1,True,0.9192857142857143,0.9192857142857143
14,2025T2,479.0952380952381,83.0,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",203300.0,0.002351051944437499,-6.052892415054293,8102,17,2025T2,True,0.9192857142857143,0.9192857142857143
14,2025T3,480.8095238095238,71.95238095238095,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",208000.0,0.002306253150626859,-6.072131084050903,8103,18,2025T3,True,0.9192857142857143,0.9192857142857143
14,2025T4,493.6190476190476,79.0,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",198400.0,0.002481824454613928,-5.99876132209267,8104,19,2025T4,True,0.9192857142857143,0.9192857142857143
14,2026T1,492.3809523809524,88.95238095238095,0.09192857142857143,7,"14 Directores y gerentes de empresas de alojamiento, restauración y comercio",191400.0,0.002565922367199869,-5.965437267650159,8105,20,2026T1,True,0.9192857142857143,0.9192857142857143
15,2021T1,1090.0,112.33333333333333,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,108400.0,0.009955247054525527,-4.609655524644281,8085,0,2021T1,False,0.9105,0.0
15,2021T2,1050.1666666666667,123.16666666666667,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,114900.0,0.009057051808176213,-4.704211619369823,8086,1,2021T2,False,0.9105,0.0
15,2021T3,1005.1666666666666,155.33333333333334,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,120800.0,0.008252249836145429,-4.797269408401887,8087,2,2021T3,False,0.9105,0.0
15,2021T4,906.8333333333334,127.33333333333333,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,128699.99999999999,0.00699680186615675,-4.962302110589905,8088,3,2021T4,False,0.9105,0.0
15,2022T1,844.0,152.16666666666666,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,128800.00000000001,0.006510135447841781,-5.0343950168580145,8089,4,2022T1,False,0.9105,0.0
15,2022T2,804.1666666666666,136.0,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,124900.0,0.006397295236832509,-5.051879997190113,8090,5,2022T2,False,0.9105,0.0
15,2022T3,833.8333333333334,152.16666666666666,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,121800.0,0.006799374289042041,-4.990924687351184,8091,6,2022T3,False,0.9105,0.0
15,2022T4,814.8333333333334,123.0,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,125200.0,0.006466169987924703,-5.041171310521721,8092,7,2022T4,True,0.9105,0.9105
15,2023T1,819.3333333333334,135.5,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,124500.0,0.006537964347081323,-5.030129423879244,8093,8,2023T1,True,0.9105,0.9105
15,2023T2,810.3333333333334,131.66666666666666,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,135200.0,0.005957880651225029,-5.123040456575969,8094,9,2023T2,True,0.9105,0.9105
15,2023T3,832.6666666666666,139.66666666666666,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,132600.0,0.00624035093855078,-5.07671885802985,8095,10,2023T3,True,0.9105,0.9105
15,2023T4,824.5,111.5,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,126700.0,0.0064654242910185886,-5.041286639983944,8096,11,2023T4,True,0.9105,0.9105
15,2024T1,812.0,125.33333333333333,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,125400.0,0.006433619624124489,-5.046217971570307,8097,12,2024T1,True,0.9105,0.9105
15,2024T2,774.8333333333334,128.5,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,126000.0,0.0061118860341629324,-5.097519873534737,8098,13,2024T2,True,0.9105,0.9105
15,2024T3,769.0,135.33333333333334,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,137400.0,0.0055656478660191504,-5.1911418830577825,8099,14,2024T3,True,0.9105,0.9105
15,2024T4,774.3333333333334,115.0,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,132900.0,0.0057926852075816096,-5.151159328481949,8100,15,2024T4,True,0.9105,0.9105
15,2025T1,772.5,121.5,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,122200.0,0.006281892292992336,-5.070084023349765,8101,16,2025T1,True,0.9105,0.9105
15,2025T2,734.0,135.16666666666666,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,130199.99999999999,0.005605877770479785,-5.183939629816555,8102,17,2025T2,True,0.9105,0.9105
15,2025T3,746.6666666666666,132.5,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,126500.0,0.005867868182532613,-5.1382638827347975,8103,18,2025T3,True,0.9105,0.9105
15,2025T4,724.3333333333334,104.5,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,111300.0,0.006465857120328025,-5.041219696995724,8104,19,2025T4,True,0.9105,0.9105
15,2026T1,730.0,122.33333333333333,0.09105,2,15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes,107000.0,0.006776199758655899,-4.994338841745802,8105,20,2026T1,True,0.9105,0.9105
